#,time[s],P_suc[bar],T_suc[degC],P_dis[bar],T_dis[degC],P_gc_mid[bar],T_gc_mid[degC],P_gc_out[bar],T_gc_out[degC],P_eva_in[bar],T_eva_in[degC],P_eva_out[bar],T_eva_out[degC],W_comp[kW],Q_heat_s1[kW],Q_heat_s2[kW],Q_heat_total[kW],COP[null],m_dot[kg/s],T_air_in[degC],T_mid[degC],T_air_out[degC],V_air_indoor[kg/min],T_amb[degC],V_air_outdoor[m/s],h_suc[kJ/kg],h_dis[kJ/kg],h_gc_mid[kJ/kg],h_gc_out[kJ/kg],h_eva_in[kJ/kg],h_eva_out[kJ/kg]
0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,3.4809161120649819e+001,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,2.7515337825303959e+002,2.7515337825303959e+002,2.7515337825303959e+002,2.7515337825303959e+002,2.7515337825303959e+002,2.7515337825303959e+002
1.0000000000000002e+001,1.9468624844309236e+001,-1.3684552118529496e+001,5.5249161727161813e+001,6.9049541106033757e+001,5.5123609101211201e+001,1.8417210185166653e+001,5.4919009392704268e+001,1.1154624924760242e+001,2.0110131058001834e+001,-1.6225376593220062e+001,1.9953840964170432e+001,-1.9499021627438395e+001,6.7873413062418153e-001,1.0093829586340251e+000,1.5676147066478066e+000,2.5769976652818318e+000,3.7967704127564028e+000,9.3782300614638527e-003,0.0000000000000000e+000,1.1847659493931701e+001,1.7514866655291428e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.4553895017078605e+002,5.0176620223776121e+002,3.9413576962748783e+002,2.2698112569426823e+002,4.4108843981727415e+002,4.3721690912404790e+002
1.0000000000000021e+001,1.9468624844309236e+001,-1.3684552118529496e+001,5.5249161727161820e+001,6.9049541106033530e+001,5.5123609101211208e+001,1.8417210185166653e+001,5.4919009392704282e+001,1.1154624924758252e+001,2.0110131058001826e+001,-1.6225376593220119e+001,1.9953840964170425e+001,-1.9499021627437514e+001,6.7873413025201101e-001,1.0093829580805498e+000,1.5676147057882399e+000,2.5769976638687897e+000,3.7967704127564086e+000,9.3782300563214835e-003,0.0000000000000000e+000,1.1847659493931701e+001,1.7514866655291485e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.4553895017078605e+002,5.0176620223776121e+002,3.9413576962748783e+002,2.2698112569426777e+002,4.4108843981727415e+002,4.3721690912404813e+002
2.0000000000000004e+001,1.8013287722915660e+001,-2.2157615317849263e+001,5.8960461133534501e+001,7.0681315283508525e+001,5.8850729600789720e+001,2.2716776487624770e+001,5.8636687706710802e+001,9.1550602615954517e+000,1.8597351989006864e+001,-2.1809181552360116e+001,1.8448992285489524e+001,-2.2065017321929645e+001,7.1817261270435673e-001,7.6489563827494678e-001,1.6934072240516067e+000,2.4583028623265535e+000,3.4229972277410412e+000,8.7919170746215969e-003,0.0000000000000000e+000,1.4550175130415312e+001,2.1682345252119205e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3814820175453934e+002,5.0036594771408397e+002,4.1336607819951990e+002,2.2075652448344476e+002,3.0934391605780036e+002,4.2249044854682160e+002
2.0000000000000043e+001,1.8013287722915656e+001,-2.2157615317850514e+001,5.8960461133534501e+001,7.0681315283508525e+001,5.8850729600789727e+001,2.2716776487624770e+001,5.8636687706710816e+001,9.1550602615970433e+000,1.8597351989006857e+001,-2.1809181552360116e+001,1.8448992285489517e+001,-2.2065017321929673e+001,7.1817261222234408e-001,7.6489563776157443e-001,1.6934072229150423e+000,2.4583028606766169e+000,3.4229972277410292e+000,8.7919170687207563e-003,0.0000000000000000e+000,1.4550175130415312e+001,2.1682345252119205e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3814820175453929e+002,5.0036594771408397e+002,4.1336607819951990e+002,2.2075652448344545e+002,3.0934391605779985e+002,4.2249044854682040e+002
3.0000000000000004e+001,1.7431468236383051e+001,-2.3537622968891498e+001,5.8235638417180652e+001,7.0865914238595167e+001,5.8128446101634040e+001,2.3031809030470981e+001,5.7904781702138443e+001,1.0650609374049566e+001,1.8033562715103180e+001,-2.2789535127644996e+001,1.7855431386070201e+001,-2.3103961866171971e+001,7.1224609382782533e-001,7.1517457922949323e-001,1.6356508421488847e+000,2.3508254213783779e+000,3.3005802934549391e+000,8.5076804350278350e-003,0.0000000000000000e+000,1.5089534028172295e+001,2.2191140825241803e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3772410772308621e+002,5.0129170208364434e+002,4.1722947329035594e+002,2.2497368105178285e+002,2.7251986144197872e+002,3.7685652731433277e+002
3.0000000000000064e+001,1.7431468236383051e+001,-2.3537622968891498e+001,5.8235638417180638e+001,7.0865914238594712e+001,5.8128446101634033e+001,2.3031809030470356e+001,5.7904781702138429e+001,1.0650609374051044e+001,1.8033562715103180e+001,-2.2789535127644996e+001,1.7855431386070201e+001,-2.3103961866171971e+001,7.1224609382781490e-001,7.1517457922949312e-001,1.6356508421488982e+000,2.3508254213783912e+000,3.3005802934550061e+000,8.5076804350278333e-003,0.0000000000000000e+000,1.5089534028172295e+001,2.2191140825241803e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3772410772308621e+002,5.0129170208364343e+002,4.1722947329035503e+002,2.2497368105178029e+002,2.7251986144197866e+002,3.7685652731433277e+002
4.0000000000000007e+001,1.7369393218229114e+001,-2.3714051871106847e+001,5.6934187038172546e+001,6.8936374217079845e+001,5.6824473622273246e+001,2.2703018919670001e+001,5.6585071509050053e+001,1.3512001162006982e+001,1.7977587442462603e+001,-2.2888090253325856e+001,1.7797576448376024e+001,-2.3206579082487792e+001,6.9898442877012179e-001,6.7712718710758957e-001,1.5966475565045453e+000,2.2737747436121349e+000,3.2529690934787929e+000,8.5333039432304858e-003,0.0000000000000000e+000,1.4979034371653881e+001,2.1898233997648845e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3764421829481802e+002,5.0002142348319643e+002,4.2067030794666874e+002,2.3356252799103103e+002,2.7504022237038367e+002,3.8005036843855680e+002
4.0000000000000085e+001,1.7369393218229114e+001,-2.3714051871106847e+001,5.6934187038172531e+001,6.8936374217079504e+001,5.6824473622273239e+001,2.2703018919669546e+001,5.6585071509050046e+001,1.3512001162004822e+001,1.7977587442462603e+001,-2.2888090253325856e+001,1.7797576448376024e+001,-2.3206579082487792e+001,6.9898442828887375e-001,6.7712718664139737e-001,1.5966475554052402e+000,2.2737747420466374e+000,3.2529690934787752e+000,8.5333039373553087e-003,0.0000000000000000e+000,1.4979034371653881e+001,2.1898233997648902e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3764421829481802e+002,5.0002142348319666e+002,4.2067030794666783e+002,2.3356252799103174e+002,2.7504022237038373e+002,3.8005036843855680e+002
5.0000000000000007e+001,1.7397141353681565e+001,-2.3677133960229071e+001,5.5995079139645597e+001,6.7320028158347270e+001,5.5882212329113301e+001,2.2243462138104348e+001,5.5624470452975061e+001,1.6283941950866279e+001,1.8006527943653907e+001,-2.2837107414713500e+001,1.7830387427948320e+001,-2.3148352856710005e+001,6.8944772638969865e-001,6.5786963469065118e-001,1.5449502017369936e+000,2.2028198364276448e+000,3.1950498233749172e+000,8.6019970803262909e-003,0.0000000000000000e+000,1.4701326995443196e+001,2.1462635509094923e+001,6.0000000000000000e+000,-2.0000000000000000e+001,2.5000000000000000e+000,4.3762810763253748e+002,4.9882897631941137e+002,4.2235026695141227e+002,2.4274660197569821e+002,2.8419243787156694e+002,3.9029421197723264e+002
