h_gc_mid[kJ/kg],T_dis[degC],T_gc_mid[degC],h_suc[kJ/kg],P_eva_out[bar],V_air_outdoor[m/s],h_gc_out[kJ/kg],Q_heat_s2[kW],P_gc_mid[bar],W_comp[kW],binary_label,condition
237.24631122590043,90.75665509726153,90.37843076894761,567.2365784645565,-26.750927782368336,438.03664244002334,288.5851244307412,5.0270797238266285,51.35070605520656,2.2768980068430413,1,fault
237.24641467858572,90.75664130378397,90.3784162370176,567.2366086125062,-26.75092972208907,438.03664333111914,288.58520082998973,5.027082073726959,51.3507269574846,2.2768983639132765,1,fault
237.24651537837,90.7566278773312,90.37840209176258,567.236637957852,-26.750931610130323,438.03664419850224,288.5852751959546,5.027084338763148,51.35074730345167,2.2768987013702007,1,fault
237.24661339688367,90.75661480835731,90.37838832312505,567.2366665214853,-26.750933447839827,438.036645042779,288.5853475815098,5.027086549853547,51.3507671075896,2.2768990327274254,1,fault
237.24670880870084,90.75660208692214,90.3783749206332,567.2366943251864,-26.750935236620847,438.03664586462384,288.5854180417828,5.027088705744407,51.35078638497629,2.2768993569071,1,fault
237.24680168156632,90.75658970399283,90.37836187476984,567.2367213887039,-26.750936977747443,438.03664666458593,288.58548662682654,5.027090797265833,51.35080514930286,2.2768996692924914,1,fault
237.24689208303153,90.75657765056094,90.37834917604484,567.236747731747,-26.75093867249089,438.03664744325454,288.58555338650365,5.0270928313125465,51.35082341422611,2.276899972544117,1,fault
237.2469800788504,90.75656591786176,90.37833681522397,567.2367733735076,-26.750940322087327,438.0366482012077,288.58561836941726,5.027094822840256,51.35084119303343,2.27690027298638,1,fault
237.24706573305383,90.7565544973567,90.37832478331157,567.2367983326649,-26.75094192774091,438.036648938983,288.5856816228479,5.0270967520340415,51.35085849866744,2.2769005612065367,1,fault
237.24714910793497,90.75654338074013,90.37831307155757,567.2368226273716,-26.7509434906232,438.0366496571341,288.58574319286424,5.027098636584388,51.35087534372025,2.276900844790795,1,fault
237.24723019797312,90.75653256855867,90.37830168054897,567.2368462562868,-26.75094501061216,438.0366503551985,288.5858030784268,5.02710048461166,51.350891727092176,2.276901127448798,1,fault
237.24730919634405,90.75652203553175,90.37829058362365,567.2368692748365,-26.750946491400725,438.0366510361919,288.5858614138514,5.027102250043649,51.35090768771113,2.276901387009046,1,fault
237.2473860925318,90.75651178273617,90.37827978193565,567.2368916811278,-26.7509479327214,438.036651698426,288.5859181981389,5.027103986593875,51.35092322365108,2.27690164785806,1,fault
237.24746094237724,90.75650180274653,90.37826926766007,567.2369134909045,-26.750949335651168,438.0366523431084,288.5859734720215,5.027105679935806,51.35093834609859,2.2769019031267095,1,fault
237.2475338004036,90.75649208829648,90.37825903314176,567.2369347200622,-26.750950701215373,438.0366529706477,288.58602727468684,5.02710731576825,51.35095306606331,2.2769021459654177,1,fault
237.24760471954625,90.75648263233953,90.37824907095657,567.2369553840789,-26.75095203040715,438.03665358150766,288.5860796454323,5.02710890926274,51.35096739424273,2.2769023828844497,1,fault
237.24767375156097,90.7564734279756,90.37823937383472,567.2369754980318,-26.75095332419912,438.036654176108,288.586130622488,5.027110475609912,51.35098134109808,2.276902620409948,1,fault
237.24774094656536,90.75646446853011,90.37822993474417,567.2369950765406,-26.75095458353323,438.0366547548773,288.5861802428655,5.027111992552282,51.35099491676806,2.2769028481179454,1,fault
237.24780635345783,90.75645574748472,90.3782207468173,567.2370141338923,-26.75095580932799,438.036655318252,288.58622854269345,5.027113464621428,51.35100813112962,2.2769030677270394,1,fault
237.24787001980008,90.75644725849868,90.37821180337393,567.2370326839463,-26.75095700247701,438.0366558666323,288.586275557047,5.027114899047982,51.35102099380083,2.2769032821865207,1,fault
237.2479319037612,90.75643899775203,90.37820310099485,567.2370512379093,-26.75095816130116,438.0366568058884,288.58632148383253,5.027116291788524,51.35103349895792,2.2769034938116377,1,fault
