# Export CSV from Simcenter Amesim 2304 (encoding="UTF - 8 - BOM")
"Time - load=0.86 kg ""1""","liquid volume percentage - load=0.86 kg ""1""","liquid volume percentage - load=0.817 kg ""2""","liquid volume percentage - load=0.774 kg ""3""","liquid volume percentage - load=0.688 kg ""5""","liquid volume percentage - load=0.645 kg ""6""","liquid volume percentage - load=0.602 kg ""7""","liquid volume percentage - load=0.559 kg ""8""","liquid volume percentage - load=0.516 kg ""9""","liquid volume percentage - load=0.473 kg ""10""","liquid volume percentage - load=0.43 kg ""11"""
"s","%","%","%","%","%","%","%","%","%","%"
2.82000000000000e+03,8.95001974190073e+01,8.79842110532194e+01,7.98660051608462e+01,6.30020795825081e+01,5.45705653271620e+01,4.61390710166884e+01,3.77075974441182e+01,2.92761444676739e+01,2.08447119698887e+01,1.24132996226351e+01
2.83000000000000e+03,8.95001974190074e+01,8.79943936674228e+01,7.98677999045831e+01,6.30038690393459e+01,5.45723402115823e+01,4.61408307732201e+01,3.77093415287416e+01,2.92778723250217e+01,2.08464230380213e+01,1.24149933758921e+01
2.84000000000000e+03,8.95001974190074e+01,8.80043028410323e+01,7.98695468671216e+01,6.30056108570663e+01,5.45740678273491e+01,4.61425436601586e+01,3.77110391421792e+01,2.92795541543230e+01,2.08480885372473e+01,1.24166420121698e+01
2.85000000000000e+03,8.95001974190074e+01,8.80139460166655e+01,7.98712473242787e+01,6.30073063052346e+01,5.45757494350271e+01,4.61442109434714e+01,3.77126915660225e+01,2.92811911958307e+01,2.08497096678366e+01,1.24182467326893e+01
2.86000000000000e+03,8.95001974190074e+01,8.80233304522766e+01,7.98729025112221e+01,6.30089566133959e+01,5.45773862737192e+01,4.61458338292099e+01,3.77142999773872e+01,2.92827846317455e+01,2.08512876135019e+01,1.24198086996567e+01
2.87000000000000e+03,8.95001974190074e+01,8.80324631556389e+01,7.98745136557774e+01,6.30105629835063e+01,5.45789795306183e+01,4.61474135036233e+01,3.77158655618231e+01,2.92843356367681e+01,2.08528235378470e+01,1.24213290677901e+01
2.88000000000000e+03,8.95001974190074e+01,8.80413509561991e+01,7.98760819147860e+01,6.30121265889399e+01,5.45805303705676e+01,4.61489511158825e+01,3.77173894555696e+01,2.92858453363537e+01,2.08543185587544e+01,1.24228089165749e+01
2.89000000000000e+03,8.95001974190074e+01,8.80500004934012e+01,7.98776084292954e+01,6.30136485669729e+01,5.45820399176025e+01,4.61504477872515e+01,3.77188727699804e+01,2.92873148295731e+01,2.08557737605323e+01,1.24242493663459e+01
2.90000000000000e+03,8.95001974190074e+01,8.80584182226719e+01,7.98790943105816e+01,6.30151300293075e+01,5.45835092732389e+01,4.61519046088883e+01,3.77203165868283e+01,2.92887451876103e+01,2.08571902027993e+01,1.24256514546688e+01
2.91000000000000e+03,8.95001974190074e+01,8.80666104196773e+01,7.98805406389207e+01,6.30165720489452e+01,5.45849395130132e+01,4.61533226355107e+01,3.77217219595977e+01,2.92901374621224e+01,2.08585689243433e+01,1.24270162015121e+01
2.92000000000000e+03,8.95001974190074e+01,8.80745831871493e+01,7.98819484801614e+01,6.30179756802542e+01,5.45863316823043e+01,4.61547029158627e+01,3.77230899134099e+01,2.92914926630480e+01,2.08599109358197e+01,1.24283446060800e+01
2.93000000000000e+03,8.95001974190074e+01,8.80823424880583e+01,7.98833188538179e+01,6.30193419450301e+01,5.45876867897470e+01,4.61560464445451e+01,3.77244214442979e+01,2.92928117442339e+01,2.08612172089409e+01,1.24296376280289e+01
2.94000000000000e+03,8.95001974190074e+01,8.80898940249261e+01,7.98846527532200e+01,6.30206718518886e+01,5.45890058168245e+01,4.61573541988404e+01,3.77257175257378e+01,2.92940957303894e+01,2.08624886951124e+01,1.24308962213835e+01
2.95000000000000e+03,8.95001974190074e+01,8.80972434499753e+01,7.98859511480287e+01,6.30219663590776e+01,5.45902897331272e+01,4.61586271494945e+01,3.77269791002446e+01,2.92953455356515e+01,2.08637263344769e+01,1.24321213036596e+01
2.96000000000000e+03,8.95001974190074e+01,8.81043962168776e+01,7.98872149886054e+01,6.30232264078472e+01,5.45915394721820e+01,4.61598662000473e+01,3.77282070873751e+01,2.92965620627906e+01,2.08649310185969e+01,1.24333137633973e+01
2.97000000000000e+03,8.95001974190074e+01,8.81113576320159e+01,7.98884452027075e+01,6.30244529195428e+01,5.45927559158057e+01,4.61610722759024e+01,3.77294023820505e+01,2.92977461960077e+01,2.08661036218239e+01,1.24344744658084e+01
2.98000000000000e+03,8.95001974190074e+01,8.81181328340119e+01,7.98896426779818e+01,6.30256467812475e+01,5.45939400111711e+01,4.61622462365168e+01,3.77305658552731e+01,2.92988988071272e+01,2.08672450021846e+01,1.24356042557620e+01
2.99000000000000e+03,8.95001974190074e+01,8.81247268841322e+01,7.98908082818718e+01,6.30268088699820e+01,5.45950925666972e+01,4.61633889509713e+01,3.77316983561482e+01,2.93000207317070e+01,2.08683560026902e+01,1.24367039716030e+01
3.00000000000000e+03,8.95001974190074e+01,8.81311446411567e+01,7.98919428729145e+01,6.30279400218998e+01,5.45962144668189e+01,4.61645012430829e+01,3.77328007043463e+01,2.93011127873479e+01,2.08694373576848e+01,1.24377744020415e+01
3.01000000000000e+03,8.95001974190074e+01,8.81373908517626e+01,7.98930472670472e+01,6.30290410749966e+01,5.45973065052539e+01,4.61655839273260e+01,3.77338736873135e+01,2.93021757669651e+01,2.08704900243393e+01,1.24388163354422e+01
3.02000000000000e+03,8.95001974190074e+01,8.81434701329435e+01,7.98941222722920e+01,6.30301128197756e+01,5.45983694732842e+01,4.61666377963012e+01,3.77349181456711e+01,2.93032104497939e+01,2.08715146325089e+01,1.24398305233789e+01
3.03000000000000e+03,8.95001974190074e+01,8.81493869754419e+01,7.98951686711207e+01,6.30311560407637e+01,5.45994041478902e+01,4.61676636123907e+01,3.77359347767429e+01,2.93042175889341e+01,2.08725119626734e+01,1.24408177090340e+01
3.04000000000000e+03,8.95001974190074e+01,8.81551457475452e+01,7.98961872277798e+01,6.30321715453706e+01,5.46004112848739e+01,4.61686621210650e+01,3.77369243559528e+01,2.93051979133862e+01,2.08734827395298e+01,1.24417786161405e+01
3.05000000000000e+03,8.95001974190074e+01,8.81607506982134e+01,7.98971786806670e+01,6.30331599204422e+01,5.46013916163859e+01,4.61696340595492e+01,3.77378875910306e+01,2.93061521411383e+01,2.08744276699861e+01,1.24427139386983e+01
3.06000000000000e+03,8.95001974190074e+01,8.81662059605744e+01,7.98981437513112e+01,6.30341220460252e+01,5.46023458553911e+01,4.61705801236986e+01,3.77388251831350e+01,2.93070809681111e+01,2.08753474421462e+01,1.24436243600369e+01
3.07000000000000e+03,8.95001974190074e+01,8.81715155552169e+01,7.98990831384567e+01,6.30350585667549e+01,5.46032747443292e+01,4.61715010077103e+01,3.77397378187736e+01,2.93079850717036e+01,2.08762427281710e+01,1.24445105483910e+01
3.08000000000000e+03,8.95001974190074e+01,8.81766833933785e+01,7.98999975327118e+01,6.30359701644479e+01,5.46041788134403e+01,4.61723973839574e+01,3.77406261650891e+01,2.93088651067539e+01,2.08771141797143e+01,1.24453731374124e+01
3.09000000000000e+03,8.95001974190074e+01,8.81817132798788e+01,7.99008875925009e+01,6.30368575039858e+01,5.46050588723910e+01,4.61732699023296e+01,3.77414908603381e+01,2.93097217179571e+01,2.08779624317554e+01,1.24462127620793e+01
3.10000000000000e+03,8.95001974190074e+01,8.81866089161576e+01,7.99017539445671e+01,6.30377212289530e+01,5.46059155076083e+01,4.61741191996482e+01,3.77423325477831e+01,2.93105555259665e+01,2.08787881024694e+01,1.24470300352088e+01
3.11000000000000e+03,8.95001974190074e+01,8.81913739031756e+01,7.99025972660463e+01,6.30385619649330e+01,5.46067493440010e+01,4.61749458908738e+01,3.77431518297210e+01,2.93113671362349e+01,2.08795917937934e+01,1.24478255540833e+01
3.12000000000000e+03,8.95001974190074e+01,8.81960117442148e+01,7.99034181538185e+01,6.30393803329044e+01,5.46075609879364e+01,4.61757505800174e+01,3.77439493029139e+01,2.93121571341982e+01,2.08803740913951e+01,1.24485998902434e+01
3.13000000000000e+03,8.95001974190074e+01,8.82005258475532e+01,7.99042171961976e+01,6.30401769201824e+01,5.46083510347406e+01,4.61765338251932e+01,3.77447255528820e+01,2.93129261101996e+01,2.08811355650196e+01,1.24493536156962e+01
3.14000000000000e+03,8.95001974190074e+01,8.82049195291097e+01,7.99049949804307e+01,6.30409523094010e+01,5.46091200568025e+01,4.61772962492646e+01,3.77454811450806e+01,2.93136746189624e+01,2.08818767692084e+01,1.24500872769450e+01
3.15000000000000e+03,8.95001974190074e+01,8.82091960150599e+01,7.99057520665626e+01,6.30417070675254e+01,5.46098686160479e+01,4.61780383796676e+01,3.77462166241751e+01,2.93144032087368e+01,2.08825982437609e+01,1.24508014082524e+01
3.16000000000000e+03,8.95001974190074e+01,8.82133584443275e+01,7.99064890110522e+01,6.30424417407803e+01,5.46105972520598e+01,4.61787607638001e+01,3.77469325255034e+01,2.93151124047703e+01,2.08833005140358e+01,1.24514965299820e+01
3.17000000000000e+03,8.95001974190074e+01,8.82174099292045e+01,7.99072063447062e+01,6.30431567182564e+01,5.46113064711012e+01,4.61794639205270e+01,3.77476293755538e+01,2.93158027302620e+01,2.08839840913972e+01,1.24521731521850e+01
3.18000000000000e+03,8.95001974190074e+01,8.82213532767590e+01,7.99079045944008e+01,6.30438528258680e+01,5.46119968453258e+01,4.61801483634764e+01,3.77483076828189e+01,2.93164746776301e+01,2.08846494735655e+01,1.24528317603720e+01
3.19000000000000e+03,8.95001974190074e+01,8.82251915240686e+01,7.99085842711566e+01,6.30445304199697e+01,5.46126688448418e+01,4.61808145934259e+01,3.77489679329854e+01,2.93171287408381e+01,2.08852971302983e+01,1.24534728360788e+01
3.20000000000000e+03,8.95001974190074e+01,8.82289274452897e+01,7.99092458489505e+01,6.30451899708779e+01,5.46133229634958e+01,4.61814630858133e+01,3.77496106129656e+01,2.93177654017975e+01,2.08859275630783e+01,1.24540968502012e+01
3.21000000000000e+03,8.95001974190074e+01,8.82325637739523e+01,7.99098898314214e+01,6.30458319702645e+01,5.46139596726422e+01,4.61820943065745e+01,3.77502361841285e+01,2.93183851099548e+01,2.08865412153038e+01,1.24547042513081e+01
3.22000000000000e+03,8.95001974190074e+01,8.82361031827876e+01,7.99105166750088e+01,6.30464568808434e+01,5.46145794379946e+01,4.61827087351683e+01,3.77508451083612e+01,2.93189883337489e+01,2.08871385346204e+01,1.24552954846573e+01
3.23000000000000e+03,8.95001974190074e+01,8.82395482585801e+01,7.99111268423760e+01,6.30470651590800e+01,5.46151827104884e+01,4.61833068170664e+01,3.77514378266129e+01,2.93195754660731e+01,2.08877199547603e+01,1.24558709827723e+01
3.24000000000000e+03,8.95001974190074e+01,8.82429015226564e+01,7.99117207774222e+01,6.30476572477316e+01,5.46157699312436e+01,4.61838889833929e+01,3.77520147703904e+01,2.93201470017899e+01,2.08882858998173e+01,1.24564311624437e+01
3.25000000000000e+03,8.95001974190074e+01,8.82461654161442e+01,7.99122989116151e+01,6.30482335802843e+01,5.46163415253739e+01,4.61844556594918e+01,3.77525763573042e+01,2.93207033258289e+01,2.08888367815665e+01,1.24569764317458e+01
3.26000000000000e+03,8.95001974190074e+01,8.82493423549796e+01,7.99128616595256e+01,6.30487945801992e+01,5.46168979087357e+01,4.61850072589352e+01,3.77531230004398e+01,2.93212448439508e+01,2.08893730010559e+01,1.24575071875067e+01
3.27000000000000e+03,8.95001974190074e+01,8.82524346434858e+01,7.99134094343944e+01,6.30493406481914e+01,5.46174394879197e+01,4.61855441781210e+01,3.77536550954883e+01,2.93217719476089e+01,2.08898949487870e+01,1.24580238178049e+01
3.28000000000000e+03,8.95001974190074e+01,8.82554445458975e+01,7.99139426409180e+01,6.30498721894846e+01,5.46179666513437e+01,4.61860668094532e+01,3.77541730277695e+01,2.93222850264793e+01,2.08904030045113e+01,1.24585266933194e+01
3.29000000000000e+03,8.95001974190074e+01,8.82583742624226e+01,7.99144616539603e+01,6.30503895851968e+01,5.46184797885817e+01,4.61865755316802e+01,3.77546771781071e+01,2.93227844480924e+01,2.08908975360255e+01,1.24590161839759e+01
3.30000000000000e+03,8.95001974190074e+01,8.82612259342924e+01,7.99149668343313e+01,6.30508932135757e+01,5.46189792724766e+01,4.61870707172310e+01,3.77551679119387e+01,2.93232705526741e+01,2.08913789074432e+01,1.24594926496281e+01
3.31000000000000e+03,8.95001974190074e+01,8.82640016451908e+01,7.99154585980407e+01,6.30513834369101e+01,5.46194654629344e+01,4.61875527270333e+01,3.77556455854972e+01,2.93237437472505e+01,2.08918474670155e+01,1.24599564062531e+01
3.32000000000000e+03,8.95001974190074e+01,8.82667034229250e+01,7.99159372795366e+01,6.30518606169798e+01,5.46199387155629e+01,4.61880219076988e+01,3.77561105466083e+01,2.93242043452418e+01,2.08923035580564e+01,1.24604078461445e+01
3.33000000000000e+03,8.95001974190074e+01,8.82693332407849e+01,7.99164032204547e+01,6.30523251028186e+01,5.46203993746508e+01,4.61884786025872e+01,3.77565631319830e+01,2.93246526842780e+01,2.08927475087060e+01,1.24608472707934e+01
3.34000000000000e+03,8.95001974190074e+01,8.82718930102898e+01,7.99168567661730e+01,6.30527772289084e+01,5.46208477753856e+01,4.61889231161607e+01,3.77570036748136e+01,2.93250890913112e+01,2.08931796415705e+01,1.24612749983018e+01
3.35000000000000e+03,8.95001974190074e+01,8.82743846092173e+01,7.99172982454670e+01,6.30532173217572e+01,5.46212842423172e+01,4.61893558302194e+01,3.77574324930697e+01,2.93255138858094e+01,2.08936002873247e+01,1.24616913154708e+01
3.36000000000000e+03,8.95001974190074e+01,8.82768098660469e+01,7.99177279786124e+01,6.30536457052262e+01,5.46217090976536e+01,4.61897770287386e+01,3.77578498998848e+01,2.93259273749202e+01,2.08940096855791e+01,1.24620965778529e+01
3.37000000000000e+03,8.95001974190074e+01,8.82791705412684e+01,7.99181462779644e+01,6.30540626917587e+01,5.46221226463913e+01,4.61901870166604e+01,3.77582561965621e+01,2.93263298577635e+01,2.08944082253780e+01,1.24624910522389e+01
3.38000000000000e+03,8.95001974190074e+01,8.82814683574796e+01,7.99185534489719e+01,6.30544685852649e+01,5.46225251905065e+01,4.61905860942097e+01,3.77586516807229e+01,2.93267216291384e+01,2.08947961589753e+01,1.24628750305315e+01
3.39000000000000e+03,8.95001974190074e+01,8.82837049912388e+01,7.99189497843759e+01,6.30548636757374e+01,5.46229170224086e+01,4.61909745281061e+01,3.77590366419627e+01,2.93271029741446e+01,2.08951737682760e+01,1.24632487860731e+01
3.40000000000000e+03,8.95001974190074e+01,8.82858820740626e+01,7.99193355803235e+01,6.30552482514462e+01,5.46232984279807e+01,4.61913526504179e+01,3.77594113596451e+01,2.93274741702581e+01,2.08955413140416e+01,1.24636125968929e+01
3.41000000000000e+03,8.95001974190074e+01,8.82880011896999e+01,7.99197110753790e+01,6.30556225939505e+01,5.46236696842650e+01,4.61917207083595e+01,3.77597761040317e+01,2.93278354905407e+01,2.08958990861870e+01,1.24639667236713e+01
3.42000000000000e+03,8.95001974190074e+01,8.82900638843335e+01,7.99200765849768e+01,6.30559869773795e+01,5.46240310613506e+01,4.61920789737373e+01,3.77601311382355e+01,2.93281871948598e+01,2.08962473383778e+01,1.24643114229618e+01
3.43000000000000e+03,8.95001974190074e+01,8.82920716733062e+01,7.99204323941440e+01,6.30563416659764e+01,5.46243828221038e+01,4.61924277036308e+01,3.77604767300607e+01,2.93285295405443e+01,2.08965863233318e+01,1.24646469503903e+01
3.44000000000000e+03,8.95001974190074e+01,8.82940259867638e+01,7.99207787349203e+01,6.30566869150463e+01,5.46247252224494e+01,4.61927671552893e+01,3.77608131105614e+01,2.93288627729073e+01,2.08969162863037e+01,1.24649735477216e+01
3.45000000000000e+03,8.95001974190074e+01,8.82959283017182e+01,7.99211158607607e+01,6.30570229778124e+01,5.46250585114640e+01,4.61930975466996e+01,3.77611405222917e+01,2.93291871369069e+01,2.08972374704022e+01,1.24652914526219e+01
3.46000000000000e+03,8.95001974190074e+01,8.82977799780137e+01,7.99214440195726e+01,6.30573500977502e+01,5.46253829299503e+01,4.61934191731700e+01,3.77614592563968e+01,2.93295028685683e+01,2.08975501068054e+01,1.24656008974856e+01
3.47000000000000e+03,8.95001974190074e+01,8.82995823651766e+01,7.99217634460898e+01,6.30576684876852e+01,5.46256987172701e+01,4.61937322407823e+01,3.77617694842229e+01,2.93298101960145e+01,2.08978544214049e+01,1.24659020797846e+01
3.48000000000000e+03,8.95001974190074e+01,8.83013367766812e+01,7.99220743736790e+01,6.30579784315300e+01,5.46260061004798e+01,4.61940369773299e+01,3.77620714650333e+01,2.93301093456512e+01,2.08981506388467e+01,1.24661952720035e+01
3.49000000000000e+03,8.95001974190074e+01,8.83030444907998e+01,7.99223770267239e+01,6.30582801269704e+01,5.46263053051138e+01,4.61943336093094e+01,3.77623654097903e+01,2.93304005345655e+01,2.08984389737619e+01,1.24664806609311e+01
3.50000000000000e+03,8.95001974190074e+01,8.83047067517573e+01,7.99226716304776e+01,6.30585737951564e+01,5.46265965478968e+01,4.61946222778206e+01,3.77626515364945e+01,2.93306839725047e+01,2.08987196325069e+01,1.24667584512894e+01
3.51000000000000e+03,8.95001974190074e+01,8.83063247704141e+01,7.99229583938033e+01,6.30588596477217e+01,5.46268800390951e+01,4.61949033238327e+01,3.77629300509445e+01,2.93309598448120e+01,2.08989928218455e+01,1.24670288513538e+01
3.52000000000000e+03,8.95001974190074e+01,8.83078997195525e+01,7.99232375279631e+01,6.30591378957195e+01,5.46271559881236e+01,4.61951768943242e+01,3.77632011549827e+01,2.93312284030305e+01,2.08992587405379e+01,1.24672920524891e+01
3.53000000000000e+03,8.95001974190074e+01,8.83094327499234e+01,7.99235092342402e+01,6.30594087398132e+01,5.46274245941027e+01,4.61954431851085e+01,3.77634650452711e+01,2.93314898064399e+01,2.08995175836518e+01,1.24675482509799e+01
3.54000000000000e+03,8.95001974190074e+01,8.83109249837853e+01,7.99237737095912e+01,6.30596723783178e+01,5.46276860518413e+01,4.61957023900506e+01,3.77637219129363e+01,2.93317442576287e+01,2.08997695379167e+01,1.24677976308891e+01
3.55000000000000e+03,8.95001974190074e+01,8.83123774789789e+01,7.99240311271342e+01,6.30599290011171e+01,5.46279405505375e+01,4.61959546981131e+01,3.77639719447116e+01,2.93319919363941e+01,2.09000147866937e+01,1.24680403736847e+01
3.56000000000000e+03,8.95001974190074e+01,8.83137913431329e+01,7.99242817175678e+01,6.30601787945089e+01,5.46281882762249e+01,4.61962002910142e+01,3.77642153219818e+01,2.93322330238662e+01,2.09002535091479e+01,1.24682766561061e+01
3.57000000000000e+03,8.95001974190074e+01,8.83151675870801e+01,7.99245256405114e+01,6.30604219411143e+01,5.46284294113869e+01,4.61964393502616e+01,3.77644522239481e+01,2.93324676954710e+01,2.09004858776119e+01,1.24685066499060e+01
3.58000000000000e+03,8.95001974190074e+01,8.83165072017438e+01,7.99247630732808e+01,6.30606586177481e+01,5.46286641313171e+01,4.61966720480258e+01,3.77646828214452e+01,2.93326961219021e+01,2.09007120618870e+01,1.24687305225418e+01
3.59000000000000e+03,8.95001974190074e+01,8.83178111705162e+01,7.99249941885362e+01,6.30608889965544e+01,5.46288926053076e+01,4.61968985535637e+01,3.77649072806738e+01,2.93329184690041e+01,2.09009322665183e+01,1.24689484355397e+01
3.60000000000000e+03,8.95001974190074e+01,8.83190804347220e+01,7.99252191543370e+01,6.30611132436889e+01,5.46291149995351e+01,4.61971190315249e+01,3.77651257696799e+01,2.93331348977755e+01,2.09011465086800e+01,1.24691605503355e+01
3.61000000000000e+03,8.95001974190074e+01,8.83203159297091e+01,7.99254381343113e+01,6.30613315260471e+01,5.46293314757691e+01,4.61973336429134e+01,3.77653384424867e+01,2.93333455682644e+01,2.09013551064002e+01,1.24693670198763e+01
3.62000000000000e+03,8.95001974190074e+01,8.83215185477307e+01,7.99256512877401e+01,6.30615439999669e+01,5.46295421915273e+01,4.61975425165956e+01,3.77655454555448e+01,2.93335506308301e+01,2.09015581528546e+01,1.24695679929653e+01
3.63000000000000e+03,8.95001974190074e+01,8.83226891642994e+01,7.99258587695841e+01,6.30617508191985e+01,5.46297473000813e+01,4.61977458571719e+01,3.77657469595066e+01,2.93337502375313e+01,2.09017557965760e+01,1.24697636186670e+01
3.64000000000000e+03,8.95001974190074e+01,8.83238286271330e+01,7.99260607443841e+01,6.30619521351123e+01,5.46299469506195e+01,4.61979437871937e+01,3.77659430995848e+01,2.93339445321238e+01,2.09019481817052e+01,1.24699540379548e+01
3.65000000000000e+03,8.95001974190073e+01,8.83249377426855e+01,7.99262572985067e+01,6.30621480948042e+01,5.46301412883961e+01,4.61981364478650e+01,3.77661340212862e+01,2.93341336560426e+01,2.09021354477981e+01,1.24701393880265e+01
3.66000000000000e+03,8.95001974190074e+01,8.83260173720022e+01,7.99264486543059e+01,6.30623388136573e+01,5.46303304547594e+01,4.61983239837560e+01,3.77663198626808e+01,2.93343177468361e+01,2.09023177307287e+01,1.24703198064902e+01
3.67000000000000e+03,8.95001974190074e+01,8.83270682711782e+01,7.99266349181522e+01,6.30625244992057e+01,5.46305145898272e+01,4.61985065290576e+01,3.77665007565675e+01,2.93344969384622e+01,2.09024951628687e+01,1.24704954232625e+01
3.68000000000000e+03,8.95001974190074e+01,8.83280912143548e+01,7.99268162262573e+01,6.30627052302903e+01,5.46306938225980e+01,4.61986842165745e+01,3.77666768378131e+01,2.93346713612941e+01,2.09026678731462e+01,1.24706663661298e+01
3.69000000000000e+03,8.95001974190074e+01,8.83290869353362e+01,7.99269927055411e+01,6.30628811522179e+01,5.46308682857859e+01,4.61988571756040e+01,3.77668482331867e+01,2.93348411415190e+01,2.09028359871085e+01,1.24708327595030e+01
3.70000000000000e+03,8.95001974190074e+01,8.83300561624270e+01,7.99271644945201e+01,6.30630523922701e+01,5.46310381064088e+01,4.61990255319370e+01,3.77670151086135e+01,2.93350064041693e+01,2.09029996270137e+01,1.24709947244425e+01
3.71000000000000e+03,8.95001974190074e+01,8.83309996153132e+01,7.99273317127591e+01,6.30632190753124e+01,5.46312033939853e+01,4.61991893833369e+01,3.77671774376682e+01,2.93351672687189e+01,2.09031589118552e+01,1.24711523788296e+01
3.72000000000000e+03,8.95001974190074e+01,8.83319179455140e+01,7.99274944817848e+01,6.30633813219333e+01,5.46313642970583e+01,4.61993488991912e+01,3.77673355051797e+01,2.93353238522389e+01,2.09033139575644e+01,1.24713058373568e+01
3.73000000000000e+03,8.95001974190074e+01,8.83328118486203e+01,7.99276529198661e+01,6.30635392508533e+01,5.46315209184905e+01,4.61995041701262e+01,3.77674893674051e+01,2.93354762685961e+01,2.09034648769226e+01,1.24714552117247e+01
3.74000000000000e+03,8.95001974190074e+01,8.83336819325067e+01,7.99278071422419e+01,6.30636929384298e+01,5.46316733721914e+01,4.61996552834893e+01,3.77676391356678e+01,2.93356246287561e+01,2.09036117659559e+01,1.24716006106409e+01
3.75000000000000e+03,8.95001974190074e+01,8.83345289043537e+01,7.99279572610186e+01,6.30638425749850e+01,5.46318217451442e+01,4.61998024011165e+01,3.77677849201581e+01,2.93357690406591e+01,2.09037547595807e+01,1.24717421398627e+01
3.76000000000000e+03,8.95001974190074e+01,8.83353533364876e+01,7.99281033853480e+01,6.30639882295950e+01,5.46319661936918e+01,4.61999456036835e+01,3.77679268260647e+01,2.93359096077149e+01,2.09038939475058e+01,1.24718799019540e+01
3.77000000000000e+03,8.95001974190074e+01,8.83361558355046e+01,7.99282456215184e+01,6.30641300083206e+01,5.46321067983776e+01,4.62000849954466e+01,3.77680649583864e+01,2.93360464355401e+01,2.09040294311247e+01,1.24720139980357e+01
3.78000000000000e+03,8.95001974190074e+01,8.83369369803748e+01,7.99283840729877e+01,6.30642680131742e+01,5.46322436614622e+01,4.62002206778281e+01,3.77681993847352e+01,2.93361796219710e+01,2.09041613090203e+01,1.24721445252653e+01
3.79000000000000e+03,8.95001974190074e+01,8.83376973421622e+01,7.99285188404045e+01,6.30644023469401e+01,5.46323768825269e+01,4.62003527495025e+01,3.77683302624440e+01,2.93363092533894e+01,2.09042896771794e+01,1.24722715786118e+01
3.80000000000000e+03,8.95001974190074e+01,8.83384374768403e+01,7.99286500218302e+01,6.30645330944203e+01,5.46325065584731e+01,4.62004813065863e+01,3.77684576556515e+01,2.93364354312843e+01,2.09044146289839e+01,1.24723952505518e+01
3.81000000000000e+03,8.95001974190074e+01,8.83391579191078e+01,7.99287777126756e+01,6.30646603745514e+01,5.46326327836370e+01,4.62006064425411e+01,3.77685816625256e+01,2.93365582598059e+01,2.09045362553848e+01,1.24725156310963e+01
3.82000000000000e+03,8.95001974190074e+01,8.83398591907372e+01,7.99289020058034e+01,6.30647842426996e+01,5.46327556498485e+01,4.62007282484480e+01,3.77687023390832e+01,2.93366778198575e+01,2.09046545976269e+01,1.24726328078253e+01
3.83000000000000e+03,8.95001974190074e+01,8.83405418068974e+01,7.99290229673763e+01,6.30649048138134e+01,5.46328752465000e+01,4.62008468129064e+01,3.77688198321192e+01,2.93367942006714e+01,2.09047698242638e+01,1.24727468659997e+01
3.84000000000000e+03,8.95001974190074e+01,8.83412062613531e+01,7.99291407345792e+01,6.30650221781658e+01,5.46329916607864e+01,4.62009622221925e+01,3.77689341979606e+01,2.93369074752388e+01,2.09048819948530e+01,1.24728578886126e+01
3.85000000000000e+03,8.95001974190074e+01,8.83418530350138e+01,7.99292553681313e+01,6.30651364430395e+01,5.46331049767626e+01,4.62010745602395e+01,3.77690455102387e+01,2.93370177462037e+01,2.09049911808018e+01,1.24729659556565e+01
3.86000000000000e+03,8.95001974190074e+01,8.83424826007874e+01,7.99293669513712e+01,6.30652476671905e+01,5.46332152757487e+01,4.62011839088010e+01,3.77691538702244e+01,2.93371250830948e+01,2.09050974615969e+01,1.24730711474054e+01
3.87000000000000e+03,8.95001974190074e+01,8.83430953923086e+01,7.99294755655035e+01,6.30653559319397e+01,5.46333226413117e+01,4.62012903474552e+01,3.77692593466103e+01,2.93372295628022e+01,2.09052009145381e+01,1.24731735395560e+01
3.88000000000000e+03,8.95001974190074e+01,8.83436919043304e+01,7.99295812895066e+01,6.30654612901277e+01,5.46334271497889e+01,4.62013939536216e+01,3.77693620160626e+01,2.93373312631928e+01,2.09053016135800e+01,1.24732732066343e+01
3.89000000000000e+03,8.95001974190074e+01,8.83442725457068e+01,7.99296841757686e+01,6.30655638709627e+01,5.46335288772033e+01,4.62014948026329e+01,3.77694619532469e+01,2.93374302571443e+01,2.09053996198866e+01,1.24733702211269e+01
3.90000000000000e+03,8.95001974190074e+01,8.83448377407998e+01,7.99297843488798e+01,6.30656637218064e+01,5.46336278975596e+01,4.62015929668507e+01,3.77695592308760e+01,2.93375266165949e+01,2.09054950240561e+01,1.24734646561381e+01
3.91000000000000e+03,8.95001974190073e+01,8.83453878985272e+01,7.99298818564839e+01,6.30657609151273e+01,5.46337242828704e+01,4.62016885197933e+01,3.77696539186944e+01,2.93376203857784e+01,2.09055878939740e+01,1.24735565477255e+01
3.92000000000000e+03,8.95001974190074e+01,8.83459233940240e+01,7.99299767694586e+01,6.30658555225703e+01,5.46338181032608e+01,4.62017815298979e+01,3.77697460876829e+01,2.93377116595570e+01,2.09056782923133e+01,1.24736460213316e+01
3.93000000000000e+03,8.95001974190074e+01,8.83464446669040e+01,7.99300691568718e+01,6.30659476124969e+01,5.46339094270111e+01,4.62018720650315e+01,3.77698358036250e+01,2.93378005280785e+01,2.09057662867418e+01,1.24737331128817e+01
3.94000000000000e+03,8.95001974190074e+01,8.83469520712909e+01,7.99301590859338e+01,6.30660372518894e+01,5.46339983205157e+01,4.62019601906637e+01,3.77699231315808e+01,2.93378870332262e+01,2.09058519400552e+01,1.24738178871355e+01
