# Export CSV from Simcenter Amesim 2304 (encoding="UTF - 8 - BOM")
"Time - load=0.86 kg ""1""","input signal at port 1 - load=0.86 kg ""1""","input signal at port 1 - load=0.817 kg ""2""","input signal at port 1 - load=0.774 kg ""3""","input signal at port 1 - load=0.688 kg ""5""","input signal at port 1 - load=0.645 kg ""6""","input signal at port 1 - load=0.602 kg ""7""","input signal at port 1 - load=0.559 kg ""8""","input signal at port 1 - load=0.516 kg ""9""","input signal at port 1 - load=0.473 kg ""10""","input signal at port 1 - load=0.43 kg ""11"""
"s","null","null","null","null","null","null","null","null","null","null"
1.90000000000000e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
2.00000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
2.10000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
2.20000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
2.30000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
2.40000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
2.50000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
2.60000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
2.70000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
2.80000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
2.90000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
3.00000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
3.10000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
3.20000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
3.30000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
3.40000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
3.50000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
3.60000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
3.70000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
3.80000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
3.90000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
4.00000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
4.10000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
4.20000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
4.30000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
4.40000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
4.50000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
4.60000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
4.70000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
4.80000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
4.90000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
5.00000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
5.10000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
5.20000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
5.30000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
5.40000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
5.50000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
5.60000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
5.70000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
5.80000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
5.90000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
6.00000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
6.10000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
6.20000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
6.30000000000001e+02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02,2.50000000000000e-02
