# Export CSV from Simcenter Amesim 2304 (encoding="UTF - 8 - BOM")
"Time - load=0.86 kg ""1""","input signal at port 1 - load=0.86 kg ""1""","input signal at port 1 - load=0.817 kg ""2""","input signal at port 1 - load=0.774 kg ""3""","input signal at port 1 - load=0.688 kg ""5""","input signal at port 1 - load=0.645 kg ""6""","input signal at port 1 - load=0.602 kg ""7""","input signal at port 1 - load=0.559 kg ""8""","input signal at port 1 - load=0.516 kg ""9""","input signal at port 1 - load=0.473 kg ""10""","input signal at port 1 - load=0.43 kg ""11"""
"s","null","null","null","null","null","null","null","null","null","null"
3.76000000000000e+03,2.30858893154945e-02,2.69150911872505e-02,2.69291393021964e-02,2.69291617057465e-02,2.69291927846150e-02,2.69292245379954e-02,2.69292571677120e-02,2.69292905264020e-02,2.69293246102779e-02,2.69293594454621e-02
3.77000000000000e+03,2.30858893154945e-02,2.69155449931277e-02,2.69292196640947e-02,2.69292414744533e-02,2.69292717280988e-02,2.69293026381457e-02,2.69293344007477e-02,2.69293668738067e-02,2.69294000522741e-02,2.69294339619773e-02
3.78000000000000e+03,2.30858893154945e-02,2.69159867405238e-02,2.69292978882454e-02,2.69293191204694e-02,2.69293485714277e-02,2.69293786605504e-02,2.69294095650988e-02,2.69294411899730e-02,2.69294734870764e-02,2.69295064958841e-02
3.79000000000000e+03,2.30858893154945e-02,2.69164167510646e-02,2.69293740314702e-02,2.69293947015688e-02,2.69294233704619e-02,2.69294526604492e-02,2.69294827446377e-02,2.69295135088182e-02,2.69295449680864e-02,2.69295770999120e-02
3.80000000000000e+03,2.30858893154945e-02,2.69168353379032e-02,2.69294481491328e-02,2.69294682652863e-02,2.69294961795640e-02,2.69295246916512e-02,2.69295539763161e-02,2.69295839217993e-02,2.69296145472572e-02,2.69296458254018e-02
3.81000000000000e+03,2.30858893154945e-02,2.69172428022432e-02,2.69295202950989e-02,2.69295398788291e-02,2.69295670516589e-02,2.69295948064813e-02,2.69296233134236e-02,2.69296524627316e-02,2.69296822751917e-02,2.69297127223330e-02
3.82000000000000e+03,2.30858893154945e-02,2.69176394380469e-02,2.69295905217982e-02,2.69296095730488e-02,2.69296360382667e-02,2.69296630559324e-02,2.69296907912751e-02,2.69297191798966e-02,2.69297481645105e-02,2.69297778393360e-02
3.83000000000000e+03,2.30858893154945e-02,2.69180255356068e-02,2.69296588665871e-02,2.69296774123373e-02,2.69297031895412e-02,2.69297294896102e-02,2.69297564886182e-02,2.69297841228311e-02,2.69298123358936e-02,2.69298412237560e-02
3.84000000000000e+03,2.30858893154945e-02,2.69184013731646e-02,2.69297254069094e-02,2.69297434469962e-02,2.69297685542829e-02,2.69297941558199e-02,2.69298204377982e-02,2.69298473321364e-02,2.69298748009831e-02,2.69299029216787e-02
3.85000000000000e+03,2.30858893154945e-02,2.69187672217546e-02,2.69297901770662e-02,2.69298077397065e-02,2.69298321799831e-02,2.69298571015574e-02,2.69298826797866e-02,2.69299088655538e-02,2.69299356042882e-02,2.69299629775252e-02
3.86000000000000e+03,2.30858893154945e-02,2.69191233479380e-02,2.69298532241124e-02,2.69298703216862e-02,2.69298941119804e-02,2.69299183725987e-02,2.69299432714806e-02,2.69299687617596e-02,2.69299947899269e-02,2.69300214358729e-02
3.87000000000000e+03,2.30858893154945e-02,2.69194699960980e-02,2.69299145938961e-02,2.69299312387816e-02,2.69299543972573e-02,2.69299780135029e-02,2.69300022510464e-02,2.69300270637643e-02,2.69300524008593e-02,2.69300783387593e-02
3.88000000000000e+03,2.30858893154945e-02,2.69198074452913e-02,2.69299743310138e-02,2.69299905206464e-02,2.69300130786369e-02,2.69300360676215e-02,2.69300596613689e-02,2.69300838150774e-02,2.69301084783239e-02,2.69301337275727e-02
3.89000000000000e+03,2.30858893154945e-02,2.69201359260140e-02,2.69300324650497e-02,2.69300482401031e-02,2.69300701987763e-02,2.69300925771385e-02,2.69301155441897e-02,2.69301390563876e-02,2.69301630484518e-02,2.69301876425671e-02
3.90000000000000e+03,2.30858893154945e-02,2.69204556775549e-02,2.69300890663459e-02,2.69301044237676e-02,2.69301257992043e-02,2.69301475825751e-02,2.69301699401487e-02,2.69301928278490e-02,2.69302161810299e-02,2.69302401229163e-02
3.91000000000000e+03,2.30858893154945e-02,2.69207669305324e-02,2.69301441618244e-02,2.69301591122549e-02,2.69301799203325e-02,2.69302011251009e-02,2.69302228882256e-02,2.69302451536912e-02,2.69302679008987e-02,2.69302911923904e-02
3.92000000000000e+03,2.30858893154945e-02,2.69210698962731e-02,2.69301977915101e-02,2.69302123461269e-02,2.69302326015139e-02,2.69302532430412e-02,2.69302744280896e-02,2.69302960879726e-02,2.69303182442914e-02,2.69303409175966e-02
3.93000000000000e+03,2.30858893154945e-02,2.69213648234507e-02,2.69302499944033e-02,2.69302641636799e-02,2.69302838810671e-02,2.69303039744033e-02,2.69303245962559e-02,2.69303456801481e-02,2.69303672488203e-02,2.69303893191751e-02
3.94000000000000e+03,2.30858893154945e-02,2.69216519112948e-02,2.69303008084604e-02,2.69303146025878e-02,2.69303337962531e-02,2.69303533558516e-02,2.69303734295157e-02,2.69303939537248e-02,2.69304149494625e-02,2.69304364332378e-02
3.95000000000000e+03,2.30858893154945e-02,2.69219313680439e-02,2.69303502706122e-02,2.69303636995246e-02,2.69303823828475e-02,2.69304014230655e-02,2.69304209638302e-02,2.69304409428181e-02,2.69304613808597e-02,2.69304822750216e-02
3.96000000000000e+03,2.30858893154945e-02,2.69222033964984e-02,2.69303984029270e-02,2.69304114901953e-02,2.69304296772486e-02,2.69304482117095e-02,2.69304672333507e-02,2.69304866816047e-02,2.69305065767997e-02,2.69305269137754e-02
3.97000000000000e+03,2.30858893154945e-02,2.69224681933011e-02,2.69304452685840e-02,2.69304580093306e-02,2.69304757132919e-02,2.69304937511329e-02,2.69305122717513e-02,2.69305312033491e-02,2.69305505554266e-02,2.69305703660344e-02
3.98000000000000e+03,2.30858893154945e-02,2.69227259484910e-02,2.69304908798676e-02,2.69305032907597e-02,2.69305205244707e-02,2.69305380833079e-02,2.69305561117887e-02,2.69305745405495e-02,2.69305933784724e-02,2.69306126624011e-02
3.99000000000000e+03,2.30858893154945e-02,2.69229768530240e-02,2.69305352851009e-02,2.69305473674187e-02,2.69305641433595e-02,2.69305812357432e-02,2.69305987853227e-02,2.69306167244781e-02,2.69306350619520e-02,2.69306538334844e-02
4.00000000000000e+03,2.30858893154945e-02,2.69232210884795e-02,2.69305785089271e-02,2.69305902711857e-02,2.69306066016933e-02,2.69306232390862e-02,2.69306403228856e-02,2.69306577859517e-02,2.69306756362824e-02,2.69306939091222e-02
4.01000000000000e+03,2.30858893154945e-02,2.69234588170534e-02,2.69306205827746e-02,2.69306320335705e-02,2.69306479294977e-02,2.69306641112219e-02,2.69306807557050e-02,2.69306977548175e-02,2.69307151309367e-02,2.69307329183882e-02
4.02000000000000e+03,2.30858893154945e-02,2.69236902393300e-02,2.69306615365558e-02,2.69306726699159e-02,2.69306881421590e-02,2.69307039103477e-02,2.69307201126716e-02,2.69307366601452e-02,2.69307535741521e-02,2.69307708896156e-02
4.03000000000000e+03,2.30858893154945e-02,2.69239155079347e-02,2.69307014013717e-02,2.69307122398355e-02,2.69307273003851e-02,2.69307426505590e-02,2.69307584224117e-02,2.69307745302391e-02,2.69307909948601e-02,2.69308078504292e-02
4.04000000000000e+03,2.30858893154945e-02,2.69241347912209e-02,2.69307402055390e-02,2.69307507569502e-02,2.69307654174011e-02,2.69307803589622e-02,2.69307957127696e-02,2.69308113791421e-02,2.69308274198282e-02,2.69308438270229e-02
4.05000000000000e+03,2.30858893154945e-02,2.69243482431891e-02,2.69307779772754e-02,2.69307882492923e-02,2.69308025203273e-02,2.69308170649987e-02,2.69308320108801e-02,2.69308472346257e-02,2.69308628755209e-02,2.69308788468800e-02
4.06000000000000e+03,2.30858893154945e-02,2.69245560193100e-02,2.69308147440535e-02,2.69308247440597e-02,2.69308386361244e-02,2.69308527943118e-02,2.69308673431392e-02,2.69308821495604e-02,2.69308973877322e-02,2.69309129348053e-02
4.07000000000000e+03,2.30858893154945e-02,2.69247582706143e-02,2.69308505326007e-02,2.69308602678033e-02,2.69308737910153e-02,2.69308875729287e-02,2.69309017352308e-02,2.69309161482775e-02,2.69309309815645e-02,2.69309461155960e-02
4.08000000000000e+03,2.30858893154945e-02,2.69249551438723e-02,2.69308853688600e-02,2.69308948463509e-02,2.69309080105069e-02,2.69309214130587e-02,2.69309352121791e-02,2.69309492298321e-02,2.69309636781259e-02,2.69309784134121e-02
4.09000000000000e+03,2.30858893154945e-02,2.69251467822326e-02,2.69309192650533e-02,2.69309285048344e-02,2.69309413194879e-02,2.69309543649071e-02,2.69309677976255e-02,2.69309814435689e-02,2.69309955079300e-02,2.69310098517436e-02
4.10000000000000e+03,2.30858893154945e-02,2.69253333249784e-02,2.69309522724559e-02,2.69309612677483e-02,2.69309737421640e-02,2.69309864407950e-02,2.69309995166996e-02,2.69310127968517e-02,2.69310264907486e-02,2.69310404534455e-02
4.11000000000000e+03,2.30858893154945e-02,2.69255149074943e-02,2.69309844018355e-02,2.69309931588844e-02,2.69310052778474e-02,2.69310176632153e-02,2.69310303917331e-02,2.69310433190254e-02,2.69310566490944e-02,2.69310702407820e-02
4.12000000000000e+03,2.30858893154945e-02,2.69256916615947e-02,2.69310156763338e-02,2.69310242014684e-02,2.69310359981484e-02,2.69310480548674e-02,2.69310604452085e-02,2.69310730290471e-02,2.69310860049120e-02,2.69310992354504e-02
4.13000000000000e+03,2.30858893154945e-02,2.69258637155837e-02,2.69310461187229e-02,2.69310544180815e-02,2.69310659013194e-02,2.69310776378311e-02,2.69310896989693e-02,2.69311019484567e-02,2.69311145795441e-02,2.69311274583158e-02
4.14000000000000e+03,2.30858893154945e-02,2.69260311943751e-02,2.69310757511071e-02,2.69310838306700e-02,2.69310950089349e-02,2.69311064336103e-02,2.69311181742985e-02,2.69311300983265e-02,2.69311423937720e-02,2.69311549302788e-02
4.15000000000000e+03,2.30858893154945e-02,2.69261942195519e-02,2.69311045950507e-02,2.69311124606294e-02,2.69311233420444e-02,2.69311344631645e-02,2.69311458918964e-02,2.69311574991134e-02,2.69311694678358e-02,2.69311816606586e-02
4.16000000000000e+03,2.30858893154945e-02,2.69263529094724e-02,2.69311326715321e-02,2.69311403182918e-02,2.69311509212167e-02,2.69311617468563e-02,2.69311728719351e-02,2.69311841707470e-02,2.69311958214330e-02,2.69312076899954e-02
4.17000000000000e+03,2.30858893154945e-02,2.69265073793698e-02,2.69311600009553e-02,2.69311674452079e-02,2.69311777665431e-02,2.69311883045390e-02,2.69311991340258e-02,2.69312101295285e-02,2.69312214737254e-02,2.69312330268823e-02
4.18000000000000e+03,2.30858893154945e-02,2.69266577414009e-02,2.69311866032171e-02,2.69311938503235e-02,2.69312038975171e-02,2.69312141555204e-02,2.69312246972655e-02,2.69312354000434e-02,2.69312464433620e-02,2.69312576895072e-02
4.19000000000000e+03,2.30858893154945e-02,2.69268041047353e-02,2.69312124976507e-02,2.69312195528157e-02,2.69312293331584e-02,2.69312393186024e-02,2.69312495802456e-02,2.69312599986811e-02,2.69312707485058e-02,2.69312816958111e-02
4.20000000000000e+03,2.30858893154945e-02,2.69269465756707e-02,2.69312377030766e-02,2.69312445707307e-02,2.69312540919468e-02,2.69312638120789e-02,2.69312737985517e-02,2.69312839426814e-02,2.69312944068535e-02,2.69313050632427e-02
4.21000000000000e+03,2.30858893154945e-02,2.69270852576503e-02,2.69312622378197e-02,2.69312689096157e-02,2.69312781918981e-02,2.69312876537719e-02,2.69312973748602e-02,2.69313072494965e-02,2.69313174356043e-02,2.69313277996867e-02
4.22000000000000e+03,2.30858893154945e-02,2.69272202513968e-02,2.69312861197320e-02,2.69312926130212e-02,2.69313016501566e-02,2.69313108610238e-02,2.69313203238180e-02,2.69313299360801e-02,2.69313398515113e-02,2.69313499399480e-02
4.23000000000000e+03,2.30858893154945e-02,2.69273516549476e-02,2.69313093661753e-02,2.69313156737566e-02,2.69313244845710e-02,2.69313334507174e-02,2.69313426539261e-02,2.69313520189431e-02,2.69313616708872e-02,2.69313714911051e-02
4.24000000000000e+03,2.30858893154945e-02,2.69274795637350e-02,2.69313319940666e-02,2.69313381331909e-02,2.69313467113537e-02,2.69313554392836e-02,2.69313643821239e-02,2.69313735141463e-02,2.69313829095553e-02,2.69313924688522e-02
4.25000000000000e+03,2.30858893154945e-02,2.69276040703225e-02,2.69313540198522e-02,2.69313599877351e-02,2.69313683466745e-02,2.69313768427146e-02,2.69313855479519e-02,2.69313944371383e-02,2.69314035748612e-02,2.69314128883276e-02
4.26000000000000e+03,2.30858893154945e-02,2.69277252650173e-02,2.69313754592036e-02,2.69313812693864e-02,2.69313894062673e-02,2.69313976765844e-02,2.69314061505307e-02,2.69314148035143e-02,2.69314236982409e-02,2.69314327643843e-02
4.27000000000000e+03,2.30858893154945e-02,2.69278432363559e-02,2.69313963284303e-02,2.69314019850691e-02,2.69314099054566e-02,2.69314179560469e-02,2.69314262048426e-02,2.69314346279027e-02,2.69314432861013e-02,2.69314521114838e-02
4.28000000000000e+03,2.30858893154945e-02,2.69279580708035e-02,2.69314166423504e-02,2.69314221419375e-02,2.69314298591509e-02,2.69314376886776e-02,2.69314457254820e-02,2.69314539247246e-02,2.69314623528395e-02,2.69314709436978e-02
4.29000000000000e+03,2.30858893154945e-02,2.69280698509507e-02,2.69314363998196e-02,2.69314417630333e-02,2.69314492660227e-02,2.69314568893496e-02,2.69314647266427e-02,2.69314727080216e-02,2.69314809121765e-02,2.69314892747286e-02
4.30000000000000e+03,2.30858893154945e-02,2.69281786580139e-02,2.69314556473544e-02,2.69314608691634e-02,2.69314681723026e-02,2.69314755793915e-02,2.69314832221591e-02,2.69314909914565e-02,2.69314989618384e-02,2.69315071020607e-02
4.31000000000000e+03,2.30858893154945e-02,2.69282845713304e-02,2.69314743828034e-02,2.69314794668219e-02,2.69314865754792e-02,2.69314937720305e-02,2.69315012254781e-02,2.69315087883354e-02,2.69315165403676e-02,2.69315244537988e-02
4.32000000000000e+03,2.30858893154945e-02,2.69283876675259e-02,2.69314926197622e-02,2.69314975695263e-02,2.69315044889362e-02,2.69315114809149e-02,2.69315187496971e-02,2.69315261115955e-02,2.69315336576330e-02,2.69315413544247e-02
4.33000000000000e+03,2.30858893154945e-02,2.69284880073314e-02,2.69315103709373e-02,2.69315151904463e-02,2.69315219257043e-02,2.69315287190190e-02,2.69315358075676e-02,2.69315429738437e-02,2.69315503193669e-02,2.69315578117610e-02
4.34000000000000e+03,2.30858893154945e-02,2.69285856920992e-02,2.69315276342757e-02,2.69315323424032e-02,2.69315388984472e-02,2.69315455108119e-02,2.69315524114956e-02,2.69315593873519e-02,2.69315665376840e-02,2.69315738309956e-02
4.35000000000000e+03,2.30858893154945e-02,2.69286807778323e-02,2.69315444531890e-02,2.69315490313747e-02,2.69315554195520e-02,2.69315618562358e-02,2.69315685677702e-02,2.69315753640574e-02,2.69315823243856e-02,2.69315894238383e-02
4.36000000000000e+03,2.30858893154945e-02,2.69287733350603e-02,2.69315608190427e-02,2.69315652826366e-02,2.69315715010145e-02,2.69315777666845e-02,2.69315842998928e-02,2.69315909155868e-02,2.69315976909564e-02,2.69316046016710e-02
4.37000000000000e+03,2.30858893154945e-02,2.69288634295719e-02,2.69315767560018e-02,2.69315810956552e-02,2.69315871545363e-02,2.69315932537357e-02,2.69315996133518e-02,2.69316060532546e-02,2.69316126484969e-02,2.69316193644816e-02
4.38000000000000e+03,2.30858893154945e-02,2.69289511275955e-02,2.69315922690519e-02,2.69315964936776e-02,2.69316023915002e-02,2.69316083286544e-02,2.69316145139547e-02,2.69316207880665e-02,2.69316272025736e-02,2.69316337400294e-02
4.39000000000000e+03,2.30858893154945e-02,2.69290364935304e-02,2.69316073693926e-02,2.69316114764811e-02,2.69316172019114e-02,2.69316230024057e-02,2.69316290233580e-02,2.69316351307527e-02,2.69316413747923e-02,2.69316477384447e-02
4.40000000000000e+03,2.30858893154945e-02,2.69291195886838e-02,2.69316220679395e-02,2.69316260607262e-02,2.69316316260395e-02,2.69316372856644e-02,2.69316431466358e-02,2.69316490917441e-02,2.69316551698540e-02,2.69316613643196e-02
4.41000000000000e+03,2.30858893154945e-02,2.69292004734527e-02,2.69316363753538e-02,2.69316402621442e-02,2.69316456785597e-02,2.69316511886312e-02,2.69316568940645e-02,2.69316626662392e-02,2.69316685777622e-02,2.69316746275439e-02
4.42000000000000e+03,2.30858893154945e-02,2.69292792066217e-02,2.69316503020254e-02,2.69316540856464e-02,2.69316593578727e-02,2.69316647218111e-02,2.69316702756466e-02,2.69316758944374e-02,2.69316816488604e-02,2.69316875326710e-02
4.43000000000000e+03,2.30858893154945e-02,2.69293558455940e-02,2.69316638580791e-02,2.69316675412814e-02,2.69316726734244e-02,2.69316778854263e-02,2.69316833011119e-02,2.69316887705971e-02,2.69316943629531e-02,2.69317000800947e-02
4.44000000000000e+03,2.30858893154945e-02,2.69294304447914e-02,2.69316770434443e-02,2.69316806388471e-02,2.69316856347739e-02,2.69316906986154e-02,2.69316959754069e-02,2.69317013040889e-02,2.69317067389802e-02,2.69317123131166e-02
4.45000000000000e+03,2.30858893154945e-02,2.69295030404106e-02,2.69316898781957e-02,2.69316933878718e-02,2.69316982512724e-02,2.69317031607588e-02,2.69317083169447e-02,2.69317134996660e-02,2.69317187858818e-02,2.69317242163021e-02
4.46000000000000e+03,2.30858893154945e-02,2.69295737235353e-02,2.69317023717038e-02,2.69317057930664e-02,2.69317105273340e-02,2.69317153020764e-02,2.69317203300461e-02,2.69317253664702e-02,2.69317305207879e-02,2.69317358068616e-02
4.47000000000000e+03,2.30858893154945e-02,2.69296425273905e-02,2.69317145330399e-02,2.69317178726926e-02,2.69317224727840e-02,2.69317271204686e-02,2.69317320234486e-02,2.69317369260166e-02,2.69317419361875e-02,2.69317470847858e-02
4.48000000000000e+03,2.30858893154945e-02,2.69297095011655e-02,2.69317263710755e-02,2.69317296266086e-02,2.69317341089429e-02,2.69317386245544e-02,2.69317433971337e-02,2.69317481779581e-02,2.69317530396831e-02,2.69317580626850e-02
4.49000000000000e+03,2.30858893154945e-02,2.69297746934218e-02,2.69317378942632e-02,2.69317410720170e-02,2.69317454354428e-02,2.69317498227547e-02,2.69317544685566e-02,2.69317591264596e-02,2.69317638545102e-02,2.69317687403019e-02
4.50000000000000e+03,2.30858893154945e-02,2.69298381514781e-02,2.69317491111763e-02,2.69317522128516e-02,2.69317564605018e-02,2.69317607184373e-02,2.69317652454730e-02,2.69317697837736e-02,2.69317743821289e-02,2.69317791458472e-02
4.51000000000000e+03,2.30858893154945e-02,2.69298999213980e-02,2.69317600296761e-02,2.69317630572170e-02,2.69317671921388e-02,2.69317713208694e-02,2.69317757396449e-02,2.69317801575536e-02,2.69317846338179e-02,2.69317892744737e-02
4.52000000000000e+03,2.30858893154945e-02,2.69299600480470e-02,2.69317706577834e-02,2.69317736129988e-02,2.69317776381657e-02,2.69317816566071e-02,2.69317859509976e-02,2.69317902589751e-02,2.69317946165675e-02,2.69317991335517e-02
4.53000000000000e+03,2.30858893154945e-02,2.69300185751177e-02,2.69317810032770e-02,2.69317838839644e-02,2.69317877987692e-02,2.69317917176540e-02,2.69317958980668e-02,2.69318000915266e-02,2.69318043337054e-02,2.69318087300429e-02
4.54000000000000e+03,2.30858893154945e-02,2.69300755451235e-02,2.69317910736655e-02,2.69317938855161e-02,2.69317976892132e-02,2.69318015111083e-02,2.69318055804181e-02,2.69318096624441e-02,2.69318137922451e-02,2.69318180677346e-02
4.55000000000000e+03,2.30858893154945e-02,2.69301309994986e-02,2.69318008763296e-02,2.69318036096549e-02,2.69318073199608e-02,2.69318110440195e-02,2.69318150050976e-02,2.69318189753073e-02,2.69318229990379e-02,2.69318271538009e-02
4.56000000000000e+03,2.30858893154945e-02,2.69301849785396e-02,2.69318104183250e-02,2.69318130781889e-02,2.69318166911774e-02,2.69318203232743e-02,2.69318241756783e-02,2.69318280436686e-02,2.69318319607688e-02,2.69318360014681e-02
4.57000000000000e+03,2.30858893154945e-02,2.69302375214940e-02,2.69318197066083e-02,2.69318222954470e-02,2.69318258132569e-02,2.69318293555968e-02,2.69318330988294e-02,2.69318368599819e-02,2.69318406839519e-02,2.69318446157235e-02
4.58000000000000e+03,2.30858893154945e-02,2.69302886665712e-02,2.69318287478923e-02,2.69318312746541e-02,2.69318346991815e-02,2.69318381475445e-02,2.69318417846960e-02,2.69318454461463e-02,2.69318491749366e-02,2.69318529942314e-02
4.59000000000000e+03,2.30858893154945e-02,2.69303384509326e-02,2.69318375487409e-02,2.69318400118168e-02,2.69318433486467e-02,2.69318467055057e-02,2.69318502395493e-02,2.69318538100516e-02,2.69318574369167e-02,2.69318611506702e-02
4.60000000000000e+03,2.30858893154945e-02,2.69303869108102e-02,2.69318461155718e-02,2.69318485136051e-02,2.69318517679302e-02,2.69318550357033e-02,2.69318584727121e-02,2.69318619484285e-02,2.69318654759100e-02,2.69318690810969e-02
4.61000000000000e+03,2.30858893154945e-02,2.69304340814128e-02,2.69318544546059e-02,2.69318567893778e-02,2.69318599631570e-02,2.69318631441987e-02,2.69318664838829e-02,2.69318698673505e-02,2.69318733011272e-02,2.69318768103893e-02
4.62000000000000e+03,2.30858893154945e-02,2.69304799970386e-02,2.69318625718839e-02,2.69318648450872e-02,2.69318679345666e-02,2.69318710312554e-02,2.69318742819834e-02,2.69318775754234e-02,2.69318809181868e-02,2.69318843343499e-02
4.63000000000000e+03,2.30858893154945e-02,2.69305246910818e-02,2.69318704732641e-02,2.69318726865420e-02,2.69318756937759e-02,2.69318787085608e-02,2.69318818726348e-02,2.69318850786867e-02,2.69318883285222e-02,2.69318916582682e-02
4.64000000000000e+03,2.30858893154945e-02,2.69305681960258e-02,2.69318781644752e-02,2.69318803194774e-02,2.69318832467714e-02,2.69318861721438e-02,2.69318892615589e-02,2.69318923824282e-02,2.69318955486998e-02,2.69318987874479e-02
4.65000000000000e+03,2.30858893154945e-02,2.69306105435125e-02,2.69318856512228e-02,2.69318877493496e-02,2.69318905989345e-02,2.69318934466140e-02,2.69318964538942e-02,2.69318994849316e-02,2.69319025742679e-02,2.69319057296128e-02
4.66000000000000e+03,2.30858893154945e-02,2.69306517643188e-02,2.69318929389024e-02,2.69318949782423e-02,2.69318977555940e-02,2.69319005276472e-02,2.69319034550256e-02,2.69319064079354e-02,2.69319094127671e-02,2.69319124895736e-02
4.67000000000000e+03,2.30858893154945e-02,2.69306918884298e-02,2.69319000328267e-02,2.69319020185381e-02,2.69319047245009e-02,2.69319074252556e-02,2.69319102725242e-02,2.69319131444223e-02,2.69319160693876e-02,2.69319190672247e-02
4.68000000000000e+03,2.30858893154945e-02,2.69307309450122e-02,2.69319069381463e-02,2.69319088714534e-02,2.69319115055469e-02,2.69319141346530e-02,2.69319169110540e-02,2.69319197017715e-02,2.69319225490095e-02,2.69319254690532e-02
4.69000000000000e+03,2.30858893154945e-02,2.69307689624654e-02,2.69319136597443e-02,2.69319155420691e-02,2.69319181062119e-02,2.69319206620196e-02,2.69319233729115e-02,2.69319260848136e-02,2.69319288563144e-02,2.69319316878669e-02
4.70000000000000e+03,2.30858893154945e-02,2.69308059684361e-02,2.69319202026301e-02,2.69319220263165e-02,2.69319245337220e-02,2.69319270192875e-02,2.69319296582654e-02,2.69319322979461e-02,2.69319349959201e-02,2.69319377518004e-02
4.71000000000000e+03,2.30858893154945e-02,2.69308419898291e-02,2.69319265715626e-02,2.69319283471554e-02,2.69319307878559e-02,2.69319332097689e-02,2.69319357763495e-02,2.69319383459712e-02,2.69319409722610e-02,2.69319436548810e-02
4.72000000000000e+03,2.30858893154945e-02,2.69308770529314e-02,2.69319327711525e-02,2.69319344997229e-02,2.69319368757570e-02,2.69319392333817e-02,2.69319417287065e-02,2.69319442331340e-02,2.69319467896907e-02,2.69319494011123e-02
4.73000000000000e+03,2.30858893154945e-02,2.69309111830376e-02,2.69319388059262e-02,2.69319404886653e-02,2.69319428017448e-02,2.69319450989907e-02,2.69319475256494e-02,2.69319499637113e-02,2.69319524524355e-02,2.69319549967692e-02
4.74000000000000e+03,2.30858893154945e-02,2.69309444050747e-02,2.69319446802147e-02,2.69319463184547e-02,2.69319485661802e-02,2.69319508063366e-02,2.69319531685041e-02,2.69319555418822e-02,2.69319579646314e-02,2.69319604415180e-02
4.75000000000000e+03,2.30858893154945e-02,2.69309767431862e-02,2.69319503982354e-02,2.69319519931469e-02,2.69319541813775e-02,2.69319563620790e-02,2.69319586613358e-02,2.69319609717233e-02,2.69319633302436e-02,2.69319657434978e-02
4.76000000000000e+03,2.30858893154945e-02,2.69310082208920e-02,2.69319559642361e-02,2.69319575169818e-02,2.69319596471113e-02,2.69319617699840e-02,2.69319640101864e-02,2.69319662571757e-02,2.69319685531888e-02,2.69319709025042e-02
4.77000000000000e+03,2.30858893154945e-02,2.69310388610822e-02,2.69319613822488e-02,2.69319628938959e-02,2.69319649675601e-02,2.69319670340213e-02,2.69319692148521e-02,2.69319714020670e-02,2.69319736372280e-02,2.69319759243240e-02
4.78000000000000e+03,2.30858893154945e-02,2.69310686830825e-02,2.69319666562077e-02,2.69319681278166e-02,2.69319701484521e-02,2.69319721580835e-02,2.69319742810713e-02,2.69319764101481e-02,2.69319785860588e-02,2.69319808125817e-02
4.79000000000000e+03,2.30858893154945e-02,2.69310977036475e-02,2.69319717899637e-02,2.69319732223968e-02,2.69319751896447e-02,2.69319771458879e-02,2.69319792125225e-02,2.69319812850239e-02,2.69319834032500e-02,2.69319855742085e-02
4.80000000000000e+03,2.30858893154945e-02,2.69311259629727e-02,2.69319767872393e-02,2.69319781816314e-02,2.69319800967228e-02,2.69319820010488e-02,2.69319840128087e-02,2.69319860302576e-02,2.69319880922290e-02,2.69319902057353e-02
4.81000000000000e+03,2.30858893154945e-02,2.69311534703968e-02,2.69319816516322e-02,2.69319830090245e-02,2.69319848733017e-02,2.69319867270745e-02,2.69319886871192e-02,2.69319906492966e-02,2.69319926564736e-02,2.69319947140748e-02
4.82000000000000e+03,2.30858893154945e-02,2.69311802459315e-02,2.69319863867445e-02,2.69319877080660e-02,2.69319895228455e-02,2.69319913274364e-02,2.69319932289516e-02,2.69319951454466e-02,2.69319970993530e-02,2.69319991025015e-02
4.83000000000000e+03,2.30858893154945e-02,2.69312063090555e-02,2.69319909959479e-02,2.69319922821751e-02,2.69319940423297e-02,2.69319958054342e-02,2.69319976533938e-02,2.69319995220646e-02,2.69320014240946e-02,2.69320033741897e-02
4.84000000000000e+03,2.30858893154945e-02,2.69312316786997e-02,2.69319954825821e-02,2.69319967346411e-02,2.69319984496892e-02,2.69320001643825e-02,2.69320019633825e-02,2.69320037760181e-02,2.69320056338897e-02,2.69320075322180e-02
4.85000000000000e+03,2.30858893154945e-02,2.69312563706600e-02,2.69319998499027e-02,2.69320010687437e-02,2.69320027382476e-02,2.69320044074036e-02,2.69320061586688e-02,2.69320079231287e-02,2.69320097317013e-02,2.69320115796115e-02
4.86000000000000e+03,2.30858893154945e-02,2.69312804081490e-02,2.69320041009998e-02,2.69320052875868e-02,2.69320069062300e-02,2.69320085345155e-02,2.69320102423545e-02,2.69320119599479e-02,2.69320137204930e-02,2.69320155193577e-02
4.87000000000000e+03,2.30858893154945e-02,2.69313038061036e-02,2.69320082390580e-02,2.69320093942289e-02,2.69320109714220e-02,2.69320125550302e-02,2.69320142174450e-02,2.69320158894172e-02,2.69320176031919e-02,2.69320193543183e-02
4.88000000000000e+03,2.30858893154945e-02,2.69313265815377e-02,2.69320122670853e-02,2.69320133916558e-02,2.69320149269234e-02,2.69320164685507e-02,2.69320180808157e-02,2.69320197083123e-02,2.69320213826327e-02,2.69320230872904e-02
