# Export CSV from Simcenter Amesim 2304 (encoding="UTF - 8 - BOM")
"Time - load=0.86 kg ""1""","receiver input - load=0.86 kg ""1""","receiver input - load=0.817 kg ""2""","receiver input - load=0.774 kg ""3""","receiver input - load=0.688 kg ""5""","receiver input - load=0.645 kg ""6""","receiver input - load=0.602 kg ""7""","receiver input - load=0.559 kg ""8""","receiver input - load=0.516 kg ""9""","receiver input - load=0.473 kg ""10""","receiver input - load=0.43 kg ""11"""
2.20000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
2.30000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
2.40000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
2.50000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
2.60000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
2.70000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
2.80000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
2.90000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
3.00000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
3.10000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
3.20000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
3.30000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
3.40000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
3.50000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
3.60000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
3.70000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
3.80000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
3.90000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
4.00000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
4.10000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
4.20000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
4.30000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
4.40000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
4.50000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
4.60000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
4.70000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
4.80000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
4.90000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
5.00000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
5.10000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
5.20000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
5.30000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
5.40000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
5.50000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
5.60000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
5.70000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
5.80000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
5.90000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
6.00000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
6.10000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
6.20000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
6.30000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
6.40000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
6.50000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
6.60000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
6.70000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
6.80000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
6.90000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
7.00000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
7.10000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
7.20000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
7.30000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
7.40000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
7.50000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
7.60000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
7.70000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
7.80000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
7.90000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
8.00000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
8.10000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
8.20000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
8.30000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
8.40000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
8.50000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
8.60000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
8.70000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
8.80000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
8.90000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
9.00000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
9.10000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
9.20000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
9.30000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
9.40000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
9.50000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
9.60000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
9.70000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
9.80000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
9.90000000000001e+02,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03
1.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.02830154953881e+03,2.02830154953881e+03,2.02830154953881e+03,2.02830154953881e+03,2.02830154953881e+03,2.02830154953881e+03,2.02830154953881e+03
1.01000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.17384616199887e+03,2.17384976228373e+03,2.17385355450662e+03,2.17385755736020e+03,2.17386178823980e+03,2.17386626600803e+03,2.17387101759534e+03
1.02000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.31483962972465e+03,2.31486401410405e+03,2.31488964571655e+03,2.31491663033575e+03,2.31494508114258e+03,2.31497512429580e+03,2.31500691109036e+03
1.03000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.45084126817451e+03,2.45091516495437e+03,2.45099272083576e+03,2.45107422817121e+03,2.45116001238634e+03,2.45125043101737e+03,2.45134591643405e+03
1.04000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.58226988522666e+03,2.58242708230018e+03,2.58259175912241e+03,2.58276449734338e+03,2.58294593001864e+03,2.58313674196262e+03,2.58333769487916e+03
1.05000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.70895200809394e+03,2.70921917857245e+03,2.70949869296968e+03,2.70979144335601e+03,2.71009838314793e+03,2.71042055308119e+03,2.71075908767065e+03
1.06000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.83111794132684e+03,2.83152557514238e+03,2.83194934857620e+03,2.83239033218152e+03,2.83284968099197e+03,2.83332868542752e+03,2.83382828188415e+03
1.07000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.94860993553771e+03,2.94920641010181e+03,2.94982521392930e+03,2.95046766576366e+03,2.95113513793923e+03,2.95182912198643e+03,2.95255122650845e+03
1.08000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,3.06150903247817e+03,3.06232189692048e+03,3.06316380137258e+03,3.06403631335675e+03,3.06494107727865e+03,3.06587986813439e+03,3.06685459907681e+03
1.09000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,3.17001676409210e+03,3.17106948555224e+03,3.17215841285928e+03,3.17328539399992e+03,3.17445232833921e+03,3.17566123353187e+03,3.17691428275023e+03
1.10000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,2.00000000000000e+03,3.27426428231994e+03,3.27557279351041e+03,3.27692525866784e+03,3.27832383931456e+03,3.27977073850343e+03,3.28126829580547e+03,3.28281902041573e+03
