# Export CSV from Simcenter Amesim 2304 (encoding="UTF - 8 - BOM")
"Time - load=0.86 kg ""1""","receiver input - load=0.86 kg ""1""","receiver input - load=0.817 kg ""2""","receiver input - load=0.774 kg ""3""","receiver input - load=0.688 kg ""5""","receiver input - load=0.645 kg ""6""","receiver input - load=0.602 kg ""7""","receiver input - load=0.559 kg ""8""","receiver input - load=0.516 kg ""9""","receiver input - load=0.473 kg ""10""","receiver input - load=0.43 kg ""11"""
2.60000000000000e+03,4.28790641051776e+03,4.98341473974520e+03,5.04238385581172e+03,5.04247679140690e+03,5.04260583763085e+03,5.04273794688629e+03,5.04287327892576e+03,5.04301176897962e+03,5.04315336456237e+03,5.04329800328885e+03
2.61000000000000e+03,4.28790641051776e+03,4.98533816750135e+03,5.04271786478391e+03,5.04280833324111e+03,5.04293393977829e+03,5.04306252750761e+03,5.04319425190479e+03,5.04332904742598e+03,5.04346687058206e+03,5.04360765324365e+03
2.62000000000000e+03,4.28790641051776e+03,4.98720928696360e+03,5.04304295396193e+03,5.04313102073479e+03,5.04325327958661e+03,5.04337843996797e+03,5.04350665250556e+03,5.04363785555398e+03,5.04377200435893e+03,5.04390903418731e+03
2.63000000000000e+03,4.28790641051776e+03,4.98902954769168e+03,5.04335936238492e+03,5.04344509162032e+03,5.04356409189379e+03,5.04368591657990e+03,5.04381071171345e+03,5.04393841780767e+03,5.04406899080290e+03,5.04420236693241e+03
2.64000000000000e+03,4.28790641051776e+03,4.99080036189856e+03,5.04366732263124e+03,5.04375077596842e+03,5.04386660520360e+03,5.04398518337122e+03,5.04410665262369e+03,5.04423095187725e+03,5.04435804790699e+03,5.04448786899078e+03
2.65000000000000e+03,4.28790641051776e+03,4.99252309850825e+03,5.04396706100423e+03,5.04404829892959e+03,5.04416104185553e+03,5.04427646028384e+03,5.04439469257107e+03,5.04451568014553e+03,5.04463938805942e+03,5.04476574956866e+03
2.66000000000000e+03,4.28790641051776e+03,4.99419908889575e+03,5.04425879771912e+03,5.04433787827701e+03,5.04444761819215e+03,5.04455996132519e+03,5.04467504082604e+03,5.04479280676255e+03,5.04491321807579e+03,5.04503621187286e+03
2.67000000000000e+03,4.28790641051776e+03,4.99582962597123e+03,5.04454274704498e+03,5.04461972767212e+03,5.04472654471854e+03,5.04483589473512e+03,5.04494790802907e+03,5.04506253515794e+03,5.04517973875137e+03,5.04529945498863e+03
2.68000000000000e+03,4.28790641051776e+03,4.99741596564435e+03,5.04481911749106e+03,5.04489405475163e+03,5.04499802627461e+03,5.04510446313701e+03,5.04521349220361e+03,5.04532506521274e+03,5.04543914591835e+03,5.04555567217541e+03
2.69000000000000e+03,4.28790641051776e+03,4.99895932799720e+03,5.04508811093141e+03,5.04516106015078e+03,5.04526226217239e+03,5.04536586370067e+03,5.04547198819558e+03,5.04558058873129e+03,5.04569162998599e+03,5.04580505157940e+03
2.70000000000000e+03,4.28790641051776e+03,5.00046089570466e+03,5.04534992684824e+03,5.04542093888328e+03,5.04551944538697e+03,5.04562028828158e+03,5.04572358580372e+03,5.04582929323546e+03,5.04593737579186e+03,5.04604777570955e+03
2.71000000000000e+03,4.28790641051776e+03,5.00192182521358e+03,5.04560475560656e+03,5.04567388364423e+03,5.04576976326142e+03,5.04586792357400e+03,5.04596846961464e+03,5.04607136120805e+03,5.04617656454078e+03,5.04628402289411e+03
2.72000000000000e+03,4.28790641051776e+03,5.00334323274952e+03,5.04585278558867e+03,5.04592007901540e+03,5.04601340522344e+03,5.04610895124235e+03,5.04620681838409e+03,5.04630696933840e+03,5.04640937120929e+03,5.04651396616007e+03
2.73000000000000e+03,4.28790641051776e+03,5.00472620517045e+03,5.04609419798455e+03,5.04615970557611e+03,5.04625054655620e+03,5.04634354806142e+03,5.04643880871710e+03,5.04653628989388e+03,5.04663596653653e+03,5.04673777453795e+03
2.74000000000000e+03,4.28790641051776e+03,5.00607179849698e+03,5.04632916982697e+03,5.04639293905906e+03,5.04648136028491e+03,5.04657188606458e+03,5.04666460981344e+03,5.04675949550828e+03,5.04685651583222e+03,5.04695561294949e+03
2.75000000000000e+03,4.28790641051776e+03,5.00738103883994e+03,5.04655787337726e+03,5.04661994892880e+03,5.04670601653158e+03,5.04679413264822e+03,5.04688438687075e+03,5.04697674609260e+03,5.04707118162319e+03,5.04716764020471e+03
2.76000000000000e+03,4.28790641051776e+03,5.00865492332066e+03,5.04678047626257e+03,5.04684090469610e+03,5.04692468079404e+03,5.04701045070832e+03,5.04709830164522e+03,5.04718820139787e+03,5.04728012201830e+03,5.04737401133513e+03
2.77000000000000e+03,4.28790641051776e+03,5.00989442075032e+03,5.04699714161959e+03,5.04705596742634e+03,5.04713751245159e+03,5.04722099876919e+03,5.04730651070298e+03,5.04739401569716e+03,5.04748348929680e+03,5.04757487891253e+03
2.78000000000000e+03,4.28790641051776e+03,5.01110047276112e+03,5.04720802819096e+03,5.04726529408849e+03,5.04734466744394e+03,5.04742593109347e+03,5.04750916570703e+03,5.04759434132538e+03,5.04768143244283e+03,5.04777038843116e+03
2.79000000000000e+03,4.28790641051776e+03,5.01227399440837e+03,5.04741329046337e+03,5.04746903630912e+03,5.04754629677636e+03,5.04762539779362e+03,5.04770641590901e+03,5.04778932278088e+03,5.04787409573219e+03,5.04796068229404e+03
2.80000000000000e+03,4.28790641051776e+03,5.01341587504327e+03,5.04761307651626e+03,5.04766734572622e+03,5.04774254963509e+03,5.04781954496614e+03,5.04789840576637e+03,5.04797910580946e+03,5.04806162168744e+03,5.04814590318438e+03
2.81000000000000e+03,4.28790641051776e+03,5.01452697903079e+03,5.04780753717960e+03,5.04786036641171e+03,5.04793356897025e+03,5.04800851400967e+03,5.04808527583619e+03,5.04816382718631e+03,5.04824414553007e+03,5.04832618399142e+03
2.82000000000000e+03,4.28790641051776e+03,5.01560814483101e+03,5.04799681114466e+03,5.04804824041487e+03,5.04811949393945e+03,5.04819244481323e+03,5.04826716312267e+03,5.04834362354913e+03,5.04842180231367e+03,5.04850165762942e+03
2.83000000000000e+03,4.28790641051776e+03,5.01666019186149e+03,5.04818103948689e+03,5.04823110352901e+03,5.04830046205359e+03,5.04837147057631e+03,5.04844420053040e+03,5.04851862579494e+03,5.04859472242700e+03,5.04867245235140e+03
2.84000000000000e+03,4.28790641051776e+03,5.01768391353710e+03,5.04836035490735e+03,5.04840909170174e+03,5.04847660439078e+03,5.04854572237773e+03,5.04861651546918e+03,5.04868896135900e+03,5.04876303295908e+03,5.04883869350136e+03
2.85000000000000e+03,4.28790641051776e+03,5.01868007907577e+03,5.04853489038944e+03,5.04858233512281e+03,5.04864804989567e+03,5.04871532939154e+03,5.04878423840656e+03,5.04885475617971e+03,5.04892685549059e+03,5.04900050255706e+03
2.86000000000000e+03,4.28790641051776e+03,5.01964944218744e+03,5.04870477219368e+03,5.04875095986901e+03,5.04881492530738e+03,5.04888041467610e+03,5.04894748914776e+03,5.04901613029394e+03,5.04908630991938e+03,5.04915799694183e+03
2.87000000000000e+03,4.28790641051776e+03,5.02059273032017e+03,5.04887012659479e+03,5.04891508917834e+03,5.04897735205010e+03,5.04904109926585e+03,5.04910638835347e+03,5.04917320296806e+03,5.04924151410024e+03,5.04931129312556e+03
2.88000000000000e+03,4.28790641051776e+03,5.02151065248426e+03,5.04903107319509e+03,5.04907484334406e+03,5.04913544925221e+03,5.04919750040034e+03,5.04926105166160e+03,5.04932608846338e+03,5.04939258125430e+03,5.04946050053916e+03
2.89000000000000e+03,4.28790641051776e+03,5.02240389799612e+03,5.04918772945396e+03,5.04923033895774e+03,5.04928933186078e+03,5.04934973246488e+03,5.04941159216835e+03,5.04947489835729e+03,5.04953962119641e+03,5.04960573248352e+03
2.90000000000000e+03,4.28790641051776e+03,5.02327313707947e+03,5.04934020984900e+03,5.04938168996725e+03,5.04943911251016e+03,5.04949790676532e+03,5.04955811995481e+03,5.04961974138638e+03,5.04968274123409e+03,5.04974709337876e+03
2.91000000000000e+03,4.28790641051776e+03,5.02411902130255e+03,5.04948862565508e+03,5.04952900635374e+03,5.04958490117109e+03,5.04964213088510e+03,5.04970074221538e+03,5.04976072430255e+03,5.04982204656147e+03,5.04988468640752e+03
2.92000000000000e+03,4.28790641051776e+03,5.02494218428499e+03,5.04963308664615e+03,5.04967239618221e+03,5.04972680472249e+03,5.04978251178491e+03,5.04983956321970e+03,5.04989794961715e+03,5.04995763951912e+03,5.05001861250122e+03
2.93000000000000e+03,4.28790641051776e+03,5.02574324308871e+03,5.04977369781612e+03,5.04981196416384e+03,5.04986492628283e+03,5.04991915090528e+03,5.04997468439641e+03,5.05003151413306e+03,5.05008961850128e+03,5.05014896860437e+03
2.94000000000000e+03,4.28790641051776e+03,5.02652279492461e+03,5.04991056145135e+03,5.04994781365634e+03,5.04999936618413e+03,5.05005214790679e+03,5.05010620470497e+03,5.05016152187761e+03,5.05021807984032e+03,5.05027585108968e+03
2.95000000000000e+03,4.28790641051776e+03,5.02728142309158e+03,5.05004377739371e+03,5.05008004284981e+03,5.05013022353681e+03,5.05018160141449e+03,5.05023422004650e+03,5.05028806559932e+03,5.05034311875144e+03,5.05039935263864e+03
2.96000000000000e+03,4.28790641051776e+03,5.02801969416427e+03,5.05017344348621e+03,5.05020874818526e+03,5.05025759375674e+03,5.05030760452813e+03,5.05035882395958e+03,5.05041123692100e+03,5.05046482542259e+03,5.05051956300073e+03
2.97000000000000e+03,4.28790641051776e+03,5.02873815902685e+03,5.05029965523789e+03,5.05033402405288e+03,5.05038156696815e+03,5.05043025082562e+03,5.05048010747543e+03,5.05053112556830e+03,5.05058328843506e+03,5.05063656956491e+03
2.98000000000000e+03,4.28790641051776e+03,5.02943735119423e+03,5.05042250402106e+03,5.05045596133039e+03,5.05050223997574e+03,5.05054962808808e+03,5.05059815918543e+03,5.05064782000630e+03,5.05069859463286e+03,5.05075045766089e+03
2.99000000000000e+03,4.28790641051776e+03,5.03011779615383e+03,5.05054207912017e+03,5.05057464985551e+03,5.05061969538551e+03,5.05066582491863e+03,5.05071306544887e+03,5.05076140501446e+03,5.05081082938430e+03,5.05086131195552e+03
3.00000000000000e+03,4.28790641051776e+03,5.03077999833631e+03,5.05065846889420e+03,5.05069017527531e+03,5.05073402358568e+03,5.05077892529913e+03,5.05082490962722e+03,5.05087196354895e+03,5.05092007311695e+03,5.05096921210151e+03
3.01000000000000e+03,4.28790641051776e+03,5.03142445052127e+03,5.05077175731272e+03,5.05080262341713e+03,5.05084530566655e+03,5.05088901225704e+03,5.05093377179317e+03,5.05097957605517e+03,5.05102640601424e+03,5.05107423770987e+03
3.02000000000000e+03,4.28790641051776e+03,5.03205163198817e+03,5.05088202752254e+03,5.05091207524083e+03,5.05095362247739e+03,5.05099616658515e+03,5.05103973589015e+03,5.05108432158783e+03,5.05112990601824e+03,5.05117646467563e+03
3.03000000000000e+03,4.28790641051776e+03,5.03266200888036e+03,5.05098936003517e+03,5.05101861108599e+03,5.05105905339722e+03,5.05110046599119e+03,5.05114287704329e+03,5.05118627654522e+03,5.05123064861942e+03,5.05127596804124e+03
3.04000000000000e+03,4.28790641051776e+03,5.03325603460108e+03,5.05109383348128e+03,5.05112230919604e+03,5.05116167563110e+03,5.05120198645291e+03,5.05124327050607e+03,5.05128551487934e+03,5.05132870725771e+03,5.05137282088430e+03
3.05000000000000e+03,4.28790641051776e+03,5.03383415013087e+03,5.05119552382620e+03,5.05122324162054e+03,5.05126156397324e+03,5.05130080310128e+03,5.05134098914063e+03,5.05138210941799e+03,5.05142415348317e+03,5.05146709327712e+03
3.06000000000000e+03,4.28790641051776e+03,5.03439678440337e+03,5.05129450529319e+03,5.05132148846681e+03,5.05135879124986e+03,5.05139698685000e+03,5.05143610418491e+03,5.05147613075035e+03,5.05151705686470e+03,5.05155885421125e+03
3.07000000000000e+03,4.28790641051776e+03,5.03494435463591e+03,5.05139084975651e+03,5.05141711813381e+03,5.05145342894092e+03,5.05149060843690e+03,5.05152868543130e+03,5.05156764718565e+03,5.05160748536535e+03,5.05164817115137e+03
3.08000000000000e+03,4.28790641051776e+03,5.03547726666637e+03,5.05148462824697e+03,5.05151020032721e+03,5.05154554293329e+03,5.05158173637192e+03,5.05161880071592e+03,5.05165672616244e+03,5.05169550488406e+03,5.05173510806692e+03
3.09000000000000e+03,4.28790641051776e+03,5.03599591525766e+03,5.05157590848230e+03,5.05160080290636e+03,5.05163520610225e+03,5.05167043687117e+03,5.05170651493335e+03,5.05174343218466e+03,5.05178117964293e+03,5.05181972906165e+03
3.10000000000000e+03,4.28790641051776e+03,5.03650068441275e+03,5.05166475490078e+03,5.05168899231597e+03,5.05172248069699e+03,5.05175677481142e+03,5.05179189347547e+03,5.05182782861138e+03,5.05186457217011e+03,5.05190209599721e+03
3.11000000000000e+03,4.28790641051776e+03,5.03699194767761e+03,5.05175123717369e+03,5.05177483222204e+03,5.05180743043663e+03,5.05184081285259e+03,5.05187499757850e+03,5.05190997402295e+03,5.05194574335495e+03,5.05198226916514e+03
3.12000000000000e+03,4.28790641051776e+03,5.03747006843201e+03,5.05183541663351e+03,5.05185838628172e+03,5.05189011723091e+03,5.05192261251551e+03,5.05195588788909e+03,5.05198993445735e+03,5.05202475244285e+03,5.05206030625824e+03
3.13000000000000e+03,4.28790641051776e+03,5.03793540016863e+03,5.05191735378528e+03,5.05193971461972e+03,5.05197060190853e+03,5.05200223064252e+03,5.05203462391928e+03,5.05206776490348e+03,5.05210165706912e+03,5.05213626501190e+03
3.14000000000000e+03,4.28790641051776e+03,5.03838828676763e+03,5.05199710900037e+03,5.05201887687473e+03,5.05204894294970e+03,5.05207973071123e+03,5.05211126313643e+03,5.05214352227221e+03,5.05217651333082e+03,5.05221020058678e+03
3.15000000000000e+03,4.28790641051776e+03,5.03882906277062e+03,5.05207473985287e+03,5.05209593107354e+03,5.05212519775160e+03,5.05215516641331e+03,5.05218586088830e+03,5.05221726213665e+03,5.05224937583252e+03,5.05228216690509e+03
3.16000000000000e+03,4.28790641051776e+03,5.03925805363830e+03,5.05215030354305e+03,5.05217093311445e+03,5.05219942141699e+03,5.05222859351012e+03,5.05225847157427e+03,5.05228903779186e+03,5.05232029771663e+03,5.05235221648424e+03
3.17000000000000e+03,4.28790641051776e+03,5.03967557612700e+03,5.05222385463134e+03,5.05224393197233e+03,5.05227166563384e+03,5.05230006484258e+03,5.05232914869094e+03,5.05235890232857e+03,5.05238933070819e+03,5.05242040079953e+03
3.18000000000000e+03,4.28790641051776e+03,5.04008193705169e+03,5.05229544727037e+03,5.05231498946149e+03,5.05234198882286e+03,5.05236963271870e+03,5.05239794390452e+03,5.05242690570492e+03,5.05245652515041e+03,5.05248676880100e+03
3.19000000000000e+03,4.28790641051776e+03,5.04047743816132e+03,5.05236513336114e+03,5.05238415475816e+03,5.05241043896507e+03,5.05243734813357e+03,5.05246490656008e+03,5.05249309802103e+03,5.05252192848439e+03,5.05255136920494e+03
3.20000000000000e+03,4.28790641051776e+03,5.04086237002584e+03,5.05243296326029e+03,5.05245148101989e+03,5.05247706646586e+03,5.05250325450624e+03,5.05253008612644e+03,5.05255752764032e+03,5.05258559159575e+03,5.05261424942844e+03
3.21000000000000e+03,4.28790641051776e+03,5.04123701573961e+03,5.05249898739917e+03,5.05251701443047e+03,5.05254191942983e+03,5.05256741207770e+03,5.05259352947319e+03,5.05262024149124e+03,5.05264755924308e+03,5.05267545475599e+03
3.22000000000000e+03,4.28790641051776e+03,5.04160165242366e+03,5.05256325293432e+03,5.05258080271590e+03,5.05260504538396e+03,5.05262986034624e+03,5.05265528352191e+03,5.05268128538185e+03,5.05270787663092e+03,5.05273503011617e+03
3.23000000000000e+03,4.28790641051776e+03,5.04195654803552e+03,5.05262580742566e+03,5.05264289216227e+03,5.05266649034313e+03,5.05269064584061e+03,5.05271539306497e+03,5.05274070087568e+03,5.05276658774596e+03,5.05279301915042e+03
3.24000000000000e+03,4.28790641051776e+03,5.04230196382865e+03,5.05268669646885e+03,5.05270332837679e+03,5.05272629931807e+03,5.05274981243292e+03,5.05277390193349e+03,5.05279853686970e+03,5.05282373537648e+03,5.05284946391058e+03
3.25000000000000e+03,4.28790641051776e+03,5.04263815271505e+03,5.05274596440333e+03,5.05276215519084e+03,5.05278451568491e+03,5.05280740349097e+03,5.05283085254483e+03,5.05285483270882e+03,5.05287936118283e+03,5.05290440556965e+03
3.26000000000000e+03,4.28790641051776e+03,5.04296536495171e+03,5.05280365382262e+03,5.05281941598191e+03,5.05284118187191e+03,5.05286346121407e+03,5.05288628685554e+03,5.05290962948399e+03,5.05293350571802e+03,5.05295788416296e+03
3.27000000000000e+03,4.28790641051776e+03,5.04328383921387e+03,5.05285980718074e+03,5.05287515167860e+03,5.05289633936035e+03,5.05291802602624e+03,5.05294024505365e+03,5.05296296686979e+03,5.05298620846810e+03,5.05300993884186e+03
3.28000000000000e+03,4.28790641051776e+03,5.04359380998254e+03,5.05291446557613e+03,5.05292940369881e+03,5.05295002777578e+03,5.05297113792335e+03,5.05299276627234e+03,5.05301488436149e+03,5.05303750782991e+03,5.05306060700128e+03
3.29000000000000e+03,4.28790641051776e+03,5.04389550508070e+03,5.05296766872894e+03,5.05298221100479e+03,5.05300228685927e+03,5.05302283549024e+03,5.05304388918578e+03,5.05306541920666e+03,5.05308744098970e+03,5.05310992595838e+03
3.30000000000000e+03,4.28790641051776e+03,5.04418914619554e+03,5.05301945281701e+03,5.05303361226693e+03,5.05305315464412e+03,5.05307315665610e+03,5.05309365090542e+03,5.05311460588007e+03,5.05313604475954e+03,5.05315793201342e+03
3.31000000000000e+03,4.28790641051776e+03,5.04447494903017e+03,5.05306986066469e+03,5.05308364452613e+03,5.05310266784196e+03,5.05312213816790e+03,5.05314208760576e+03,5.05316248563079e+03,5.05318335434687e+03,5.05320465702004e+03
3.32000000000000e+03,4.28790641051776e+03,5.04475312347788e+03,5.05311892662094e+03,5.05313234477080e+03,5.05315086272472e+03,5.05316981530864e+03,5.05318923460571e+03,5.05320909021608e+03,5.05322940445868e+03,5.05325014060219e+03
3.33000000000000e+03,4.28790641051776e+03,5.04502387376521e+03,5.05316668577669e+03,5.05317974868663e+03,5.05319777440814e+03,5.05321622302473e+03,5.05323512609479e+03,5.05325445383876e+03,5.05327422802866e+03,5.05329441312451e+03
3.34000000000000e+03,4.28790641051776e+03,5.04528739770522e+03,5.05321317358816e+03,5.05322589046890e+03,5.05324343707820e+03,5.05326139224113e+03,5.05327979590359e+03,5.05329860962201e+03,5.05331785827455e+03,5.05333750668287e+03
3.35000000000000e+03,4.28790641051776e+03,5.04554388959064e+03,5.05325842386384e+03,5.05327080349627e+03,5.05328788383492e+03,5.05330536194684e+03,5.05332327631590e+03,5.05334158993011e+03,5.05336032646957e+03,5.05337945017910e+03
3.36000000000000e+03,4.28790641051776e+03,5.04579353859616e+03,5.05330246946240e+03,5.05331452087526e+03,5.05333114753702e+03,5.05334816096370e+03,5.05336559912396e+03,5.05338342587805e+03,5.05340166153193e+03,5.05342027953718e+03
3.37000000000000e+03,4.28790641051776e+03,5.04603652684517e+03,5.05334534245756e+03,5.05335707454247e+03,5.05337325928799e+03,5.05338982030458e+03,5.05340679491691e+03,5.05342414776584e+03,5.05344189882615e+03,5.05346002161191e+03
3.38000000000000e+03,4.28790641051776e+03,5.04627303251931e+03,5.05338707421037e+03,5.05339849556112e+03,5.05341424988122e+03,5.05343037051318e+03,5.05344689390913e+03,5.05346378545521e+03,5.05348106489673e+03,5.05349870585156e+03
3.39000000000000e+03,4.28790641051776e+03,5.04650322901839e+03,5.05342769477425e+03,5.05343881357049e+03,5.05345414913374e+03,5.05346983845991e+03,5.05348592549940e+03,5.05350236782417e+03,5.05351918588259e+03,5.05353635982328e+03
3.40000000000000e+03,4.28790641051776e+03,5.04672728506543e+03,5.05346723389943e+03,5.05347805803115e+03,5.05349298619547e+03,5.05350825862022e+03,5.05352391804690e+03,5.05353992297786e+03,5.05355629392125e+03,5.05357301156507e+03
3.41000000000000e+03,4.28790641051776e+03,5.04694536442788e+03,5.05350571785090e+03,5.05351625771712e+03,5.05353078931427e+03,5.05354565562633e+03,5.05356089898582e+03,5.05357647857281e+03,5.05359241419637e+03,5.05360868736447e+03
3.42000000000000e+03,4.28790641051776e+03,5.04715762696841e+03,5.05354317745941e+03,5.05355344064098e+03,5.05356758602759e+03,5.05358205720463e+03,5.05359689502341e+03,5.05361206092923e+03,5.05362757280579e+03,5.05364341309197e+03
3.43000000000000e+03,4.28790641051776e+03,5.04736422934252e+03,5.05357964244137e+03,5.05358963380444e+03,5.05360340313553e+03,5.05361748950803e+03,5.05363193103173e+03,5.05364669610959e+03,5.05366179518663e+03,5.05367721452431e+03
3.44000000000000e+03,4.28790641051776e+03,5.04756531941387e+03,5.05361513653717e+03,5.05362486329444e+03,5.05363826672955e+03,5.05365197870751e+03,5.05366603639499e+03,5.05368040895577e+03,5.05369510654137e+03,5.05371011603932e+03
3.45000000000000e+03,4.28790641051776e+03,5.04776104977919e+03,5.05364968576710e+03,5.05365915498340e+03,5.05367220220198e+03,5.05368554697426e+03,5.05369923105981e+03,5.05371322427722e+03,5.05372753114986e+03,5.05374214160119e+03
3.46000000000000e+03,4.28790641051776e+03,5.04795156103232e+03,5.05368331557990e+03,5.05369253374840e+03,5.05370523410010e+03,5.05371822436554e+03,5.05373154308786e+03,5.05374516597551e+03,5.05375909250902e+03,5.05377331464171e+03
3.47000000000000e+03,4.28790641051776e+03,5.04813699261901e+03,5.05371605007045e+03,5.05372502131816e+03,5.05373738682563e+03,5.05375003183632e+03,5.05376299653764e+03,5.05377625715133e+03,5.05378981345919e+03,5.05380365506608e+03
3.48000000000000e+03,4.28790641051776e+03,5.04831748025769e+03,5.05374791319040e+03,5.05375664673584e+03,5.05376868352202e+03,5.05378099255514e+03,5.05379361279034e+03,5.05380652073144e+03,5.05381971671548e+03,5.05383319035789e+03
3.49000000000000e+03,4.28790641051776e+03,5.04849315601555e+03,5.05377892796706e+03,5.05378743007624e+03,5.05379914717959e+03,5.05381112714363e+03,5.05382341370965e+03,5.05383597869849e+03,5.05384882397629e+03,5.05386193934518e+03
3.50000000000000e+03,4.28790641051776e+03,5.04866414842859e+03,5.05380911751533e+03,5.05381739417065e+03,5.05382879988789e+03,5.05384045615678e+03,5.05385242144566e+03,5.05386465229078e+03,5.05387715609862e+03,5.05388992266523e+03
3.51000000000000e+03,4.28790641051776e+03,5.04883058257355e+03,5.05383850326683e+03,5.05384656046318e+03,5.05385766307819e+03,5.05386900973852e+03,5.05388065696226e+03,5.05389256025471e+03,5.05390473397704e+03,5.05391716131519e+03
3.52000000000000e+03,4.28790641051776e+03,5.04899257958260e+03,5.05386710689765e+03,5.05387495053158e+03,5.05388575809465e+03,5.05389680340865e+03,5.05390814082832e+03,5.05391972773995e+03,5.05393157769457e+03,5.05394367458727e+03
3.53000000000000e+03,4.28790641051776e+03,5.04915025829970e+03,5.05389494905907e+03,5.05390258487907e+03,5.05391310523102e+03,5.05392385707841e+03,5.05393489306272e+03,5.05394617184819e+03,5.05395770695947e+03,5.05396948226926e+03
3.54000000000000e+03,4.28790641051776e+03,5.04930373461560e+03,5.05392204995753e+03,5.05392948375693e+03,5.05393972434125e+03,5.05395019049595e+03,5.05396093305554e+03,5.05397191223579e+03,5.05398314063593e+03,5.05399460291649e+03
3.55000000000000e+03,4.28790641051776e+03,5.04945311774318e+03,5.05394842733045e+03,5.05395566657367e+03,5.05396563470669e+03,5.05397582292401e+03,5.05398627990620e+03,5.05399696732471e+03,5.05400789724716e+03,5.05401905482205e+03
3.56000000000000e+03,4.28790641051776e+03,5.04959852207207e+03,5.05397410490450e+03,5.05398115234802e+03,5.05399085528567e+03,5.05400077287590e+03,5.05401095192925e+03,5.05402135544001e+03,5.05403199489168e+03,5.05404285580193e+03
3.57000000000000e+03,4.28790641051776e+03,5.04974005193396e+03,5.05399909900428e+03,5.05400595973245e+03,5.05401540467460e+03,5.05402505883300e+03,5.05403496734346e+03,5.05404509434093e+03,5.05405545097749e+03,5.05406602316925e+03
3.58000000000000e+03,4.28790641051776e+03,5.04987780961515e+03,5.05402342782770e+03,5.05403010678582e+03,5.05403930073596e+03,5.05404869831802e+03,5.05405834348422e+03,5.05406820131298e+03,5.05407828265644e+03,5.05408857380361e+03
3.59000000000000e+03,4.28790641051776e+03,5.05001189662156e+03,5.05404710908622e+03,5.05405361108855e+03,5.05406256072092e+03,5.05407170855086e+03,5.05408109721530e+03,5.05409069314941e+03,5.05410050646451e+03,5.05411052398631e+03
3.60000000000000e+03,4.28790641051776e+03,5.05014241010521e+03,5.05407016001780e+03,5.05407648960818e+03,5.05408520156212e+03,5.05409410627854e+03,5.05410324558654e+03,5.05411258615122e+03,5.05412213527566e+03,5.05413188998957e+03
3.61000000000000e+03,4.28790641051776e+03,5.05026944658717e+03,5.05409259740551e+03,5.05409875938436e+03,5.05410723974290e+03,5.05411590787393e+03,5.05412480421980e+03,5.05413389652219e+03,5.05414319189189e+03,5.05415268722933e+03
3.62000000000000e+03,4.28790641051776e+03,5.05039309813661e+03,5.05411443758597e+03,5.05412043639350e+03,5.05412869131284e+03,5.05413712642686e+03,5.05414578898721e+03,5.05415463948386e+03,5.05416368794252e+03,5.05417293070366e+03
3.63000000000000e+03,4.28790641051776e+03,5.05051345508807e+03,5.05413569645215e+03,5.05414153632599e+03,5.05414957188846e+03,5.05415778277529e+03,5.05416621517007e+03,5.05417483042941e+03,5.05418363837382e+03,5.05419263543662e+03
3.64000000000000e+03,4.28790641051776e+03,5.05063060489956e+03,5.05415638920554e+03,5.05416207463847e+03,5.05416989666991e+03,5.05417788934762e+03,5.05418609749654e+03,5.05419448391054e+03,5.05420305773245e+03,5.05421181563664e+03
3.65000000000000e+03,4.28790641051776e+03,5.05074463076861e+03,5.05417652926356e+03,5.05418206634626e+03,5.05418968045612e+03,5.05419746050413e+03,5.05420545072503e+03,5.05421361424371e+03,5.05422196016080e+03,5.05423048513129e+03
3.66000000000000e+03,4.28790641051776e+03,5.05085562150005e+03,5.05419613553482e+03,5.05420152579487e+03,5.05420893764767e+03,5.05421651094143e+03,5.05422428885977e+03,5.05423223535136e+03,5.05424035942255e+03,5.05424865778906e+03
3.67000000000000e+03,4.28790641051776e+03,5.05096365508507e+03,5.05421521992335e+03,5.05422046717564e+03,5.05422768251958e+03,5.05423505430001e+03,5.05424262537003e+03,5.05425036079236e+03,5.05425826891552e+03,5.05426634670342e+03
3.68000000000000e+03,4.28790641051776e+03,5.05106881136370e+03,5.05423379635670e+03,5.05423890453904e+03,5.05424592821348e+03,5.05425310407921e+03,5.05426047393465e+03,5.05426800376219e+03,5.05427570168011e+03,5.05428356475260e+03
3.69000000000000e+03,4.28790641051776e+03,5.05117116601056e+03,5.05425187783919e+03,5.05425685120366e+03,5.05426368824947e+03,5.05427067342167e+03,5.05427784741123e+03,5.05428517703262e+03,5.05429267040847e+03,5.05430032447447e+03
3.70000000000000e+03,4.28790641051776e+03,5.05127079412422e+03,5.05426947859327e+03,5.05427432020089e+03,5.05428097556681e+03,5.05428777511332e+03,5.05429475830449e+03,5.05430189325791e+03,5.05430918745555e+03,5.05431663806917e+03
3.71000000000000e+03,4.28790641051776e+03,5.05136776850088e+03,5.05428661089486e+03,5.05429132428471e+03,5.05429780129965e+03,5.05430441909273e+03,5.05431121563215e+03,5.05431816452995e+03,5.05432526484398e+03,5.05433251741612e+03
3.72000000000000e+03,4.28790641051776e+03,5.05146216012383e+03,5.05430328721634e+03,5.05430787573831e+03,5.05431418063914e+03,5.05432062257239e+03,5.05432723845731e+03,5.05433400269708e+03,5.05434091428156e+03,5.05434797407325e+03
