h_eva_in[kJ/kg],P_dis[bar],P_gc_out[bar],Q_heat_s1[kW],T_air_in[degC],Q_heat_s2[kW],h_gc_mid[kJ/kg],T_eva_out[degC],T_mid[degC],W_comp[kW],P_gc_mid[bar],h_dis[kJ/kg],h_gc_out[kJ/kg],P_suc[bar],T_dis[degC],T_eva_in[degC],P_eva_out[bar],T_suc[degC],label,condition
435.82173208052154,136.43591535500389,11.732585616332926,2.327688647778492,23.165894156368665,4.552860049808952,222.9508711722944,2.1215178543149555,45.28816405931264,2.22517140203046,47.49882107327471,395.15625464809136,277.4086866368687,-28.28710279651628,92.66313448187458,16.153769824778205,-26.230530254448208,92.84986426139085,0,0pct
435.82173208052103,136.4359153550045,11.732585616332017,2.327688646130785,23.16589415636861,4.552860046586133,222.95087117229437,2.1215178528131995,45.28816405931258,2.225171400455348,47.498821073274144,395.15625464809074,277.4086866368678,-28.287102796515143,92.66313448187452,16.153769824778205,-26.230530254448208,92.84986426139075,0,0pct
435.82173208052046,136.4359153550056,11.732585616329914,2.3276886477784764,23.16589415636849,4.55286004980899,222.95087117229227,2.1215178543149613,45.28816405931264,2.225171402030513,47.49882107327432,395.1562546480886,277.40868663686973,-28.28710279651588,92.66313448187456,16.1537698247782,-26.230530254448208,92.84986426139085,0,0pct
435.8217320805204,136.43591535500514,11.732585616332642,2.327688649426185,23.16589415636861,4.55286005303181,222.95087117229275,2.12151785581674,45.288164059312685,2.225171403605626,47.4988210732738,395.15625464808977,277.40868663686865,-28.28710279651662,92.66313448187469,16.153769824778205,-26.230530254448208,92.849864261391,0,0pct
435.8217320805202,136.4359153550052,11.732585616334063,2.327688646130712,23.16589415636849,4.55286004658609,222.9508711722981,2.121517852813227,45.28816405931274,2.225171400455378,47.4988210732738,395.156254648089,277.4086866368687,-28.287102796515427,92.66313448187482,16.153769824778212,-26.230530254448183,92.84986426139108,0,0pct
435.8217320805199,136.43591535500514,11.732585616332528,2.3276886477784964,23.165894156368665,4.552860049808968,222.9508711722944,2.121517854314978,45.28816405931274,2.2251714020304725,47.49882107327517,395.1562546480917,277.40868663686854,-28.287102796515427,92.66313448187486,16.153769824778216,-26.230530254448183,92.84986426139112,0,0pct
435.8217320805204,136.4359153550052,11.732585616333663,2.3276886494261486,23.165894156368665,4.552860053031777,222.9508711722948,2.1215178558167014,45.288164059312685,2.225171403605628,47.49882107327432,395.15625464808926,277.4086866368688,-28.287102796514347,92.66313448187464,16.15376982477822,-26.230530254448183,92.84986426139089,0,0pct
435.8217320805206,136.43591535500553,11.732585616331905,2.3276886477784644,23.165894156368665,4.552860049808965,222.9508711722944,2.121517854314977,45.288164059312685,2.2251714020305,47.49882107327426,395.1562546480896,277.4086866368684,-28.287102796516592,92.66313448187464,16.153769824778227,-26.230530254448155,92.84986426139095,0,0pct
435.82173208051967,136.43591535500627,11.732585616331448,2.327688646130767,23.16589415636872,4.5528600465861535,222.95087117229437,2.1215178528132337,45.288164059312805,2.225171400455386,47.49882107327442,395.15625464808977,277.4086866368684,-28.287102796516248,92.66313448187464,16.153769824778227,-26.230530254448155,92.8498642613909,0,0pct
435.8217320805212,136.43591535500417,11.732585616331788,2.327688647778485,23.165894156368665,4.552860049808953,222.9508711722944,2.1215178543149573,45.28816405931264,2.22517140203047,47.498821073274655,395.1562546480908,277.4086866368668,-28.28710279651662,92.66313448187464,16.153769824778205,-26.230530254448208,92.8498642613909,0,0pct
435.82173208052103,136.43591535500508,11.732585616333552,2.327688647778427,23.165894156368665,4.552860049808928,222.9508711722972,2.1215178543150053,45.288164059312805,2.2251714020305005,47.49882107327432,395.1562546480896,277.4086866368689,-28.287102796516447,92.66313448187464,16.153769824778212,-26.230530254448183,92.8498642613909,0,0pct
435.8217320805212,136.4359153550045,11.732585616332756,2.327688649426142,23.165894156368665,4.552860053031745,222.95087117229733,2.121517855816719,45.28816405931264,2.2251714036056027,47.49882107327494,395.1562546480909,277.4086866368693,-28.287102796516564,92.66313448187469,16.153769824778205,-26.230530254448208,92.84986426139095,0,0pct
435.82173208052257,136.43591535500468,11.732585616333097,2.3276886461307527,23.16589415636861,4.552860046586133,222.95087117229437,2.1215178528131937,45.28816405931264,2.22517140045538,47.498821073274144,395.1562546480884,277.4086866368688,-28.28710279651611,92.66313448187458,16.153769824778205,-26.230530254448208,92.84986426139086,0,0pct
435.8217320805214,136.43591535500548,11.732585616332187,2.327688646130769,23.16589415636849,4.5528600465861375,222.9508711722944,2.1215178528131977,45.28816405931264,2.225171400455368,47.4988210732738,395.1562546480898,277.4086866368665,-28.287102796514265,92.66313448187469,16.153769824778212,-26.230530254448183,92.84986426139095,0,0pct
435.8217320805202,136.43591535500406,11.732585616334177,2.3276886477784604,23.165894156368665,4.552860049808928,222.950871172296,2.1215178543149524,45.28816405931264,2.2251714020304667,47.49882107327432,395.1562546480906,277.408686636868,-28.28710279651673,92.66313448187456,16.153769824778212,-26.230530254448183,92.84986426139085,0,0pct
435.821732080521,136.435915355004,11.73258561633213,2.3276886461307447,23.165894156368665,4.552860046586092,222.95087117229735,2.121517852813215,45.28816405931274,2.2251714004553467,47.49882107327363,395.15625464809045,277.4086866368683,-28.287102796517075,92.66313448187488,16.153769824778205,-26.230530254448208,92.84986426139112,0,0pct
435.82173208052103,136.43591535500462,11.732585616334916,2.3276886477784258,23.165894156368665,4.5528600498089205,222.95087117229735,2.121517854314994,45.28816405931274,2.2251714020304942,47.49882107327392,395.15625464808943,277.4086866368678,-28.2871027965177,92.66313448187469,16.153769824778205,-26.230530254448208,92.84986426139095,0,0pct
435.82173208052086,136.4359153550041,11.732585616335257,2.327688647778427,23.165894156368893,4.552860049808901,222.95087117229855,2.1215178543149635,45.288164059312805,2.2251714020304734,47.498821073273966,395.1562546480909,277.40868663686854,-28.28710279651557,92.66313448187475,16.153769824778205,-26.230530254448208,92.84986426139102,0,0pct
435.8217320805212,136.43591535500445,11.732585616331676,2.3276886477784524,23.16589415636849,4.5528600498089595,222.9508711722944,2.121517854314947,45.28816405931274,2.2251714020305062,47.498821073274485,395.15625464808824,277.4086866368688,-28.28710279651611,92.6631344818749,16.153769824778212,-26.230530254448183,92.8498642613912,0,0pct
435.8217320805202,136.4359153550041,11.732585616332074,2.327688649426188,23.16589415636861,4.552860053031807,222.95087117229247,2.1215178558167174,45.28816405931264,2.22517140360562,47.498821073274485,395.1562546480894,277.4086866368684,-28.28710279651682,92.66313448187464,16.153769824778212,-26.230530254448183,92.84986426139095,0,0pct
