time[s],P_suc[bar],T_suc[degC],P_dis[bar],T_dis[degC],P_gc_mid[bar],T_gc_mid[degC],P_gc_out[bar],T_gc_out[degC],P_eva_in[bar],T_eva_in[degC],P_eva_out[bar],T_eva_out[degC],W_comp[kW],Q_heat_s1[kW],Q_heat_s2[kW],Q_heat_total[kW],COP[null],m_dot[kg/s],T_air_in[degC],T_mid[degC],T_air_out[degC],V_air_indoor[kg/min],T_amb[degC],V_air_outdoor[m/s],h_suc[kJ/kg],h_dis[kJ/kg],h_gc_mid[kJ/kg],h_gc_out[kJ/kg],h_eva_in[kJ/kg],h_eva_out[kJ/kg],N_comp[rpm],Valve_open[null],SH_suc[K],SH_evap[K],T_app[K],PR[null],eta_is[null],eta_v[null]
0.0,34.8091611206498,0.0,34.8091611206498,0.0,34.8091611206498,0.0,34.8091611206498,0.0,34.8091611206498,0.0,34.8091611206498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6,-20,2.5,241.058428343579,241.058428343579,241.058428343579,241.058428343579,241.058428343579,241.058428343579,2000.0,0.025,0.0458138978759166,0.0458138978759166,0.0,1.0,0.833321694582652,0.0
10.0,20.0936681602954,-16.5988287436917,65.3929403668059,77.1993407257736,65.2877269152284,25.6962922062104,65.11304526911,8.23402067344495,20.7217896540123,-18.3004055032757,20.557840151962,-18.5615183121153,0.776452698344766,1.82081225353257,0.889954983687997,2.71076723722057,3.49122006144013,0.0094915287892135,0,6.67280358799871,19.1569421507854,6,-20,2.5,440.648821968942,503.011098116235,311.175589425392,217.412508318862,422.356574489048,389.1768741454,2000.0,0.025,2.75154213931444,0.041848042462167,8.23402067344495,3.25440531042614,0.833321694582652,0.811573591010766
10.0,20.0936681602954,-16.5988287436921,65.3929403668059,77.1993407257736,65.2877269152284,25.6962922062104,65.11304526911,8.23402067344517,20.7217896540123,-18.3004055032757,20.557840151962,-18.5615183121154,0.776452698344757,1.82081225353256,0.889954983688019,2.71076723722058,3.49122006144018,0.0094915287892136,0,6.67280358799871,19.1569421507854,6,-20,2.5,440.648821968942,503.011098116235,311.175589425393,217.412508318861,422.356574489048,389.1768741454,2000.0,0.025,2.7515421393141,0.041848042462135,8.23402067344517,3.25440531042614,0.833321694582644,0.811573591010772
20.0,17.9242441853252,-22.479737572695,67.2984388845167,82.8985453139256,67.2052445261861,26.9595692100928,67.0193408611846,4.31609320779921,18.5002447487243,-21.9764641317579,18.326699096185,-22.2770403968311,0.802510851595371,1.40696602539916,1.13264273634841,2.53960876174757,3.16457871778169,0.0084251497253475,0,10.0559410180638,23.4867581037149,6,-20,2.5,437.943743201804,508.889989803405,341.894022815871,207.458104966151,269.938748263844,352.476342521626,2000.0,0.025,0.539842785210453,0.0381782613162578,4.31609320779921,3.75460399828824,0.825117874379678,0.79696108428349
20.0,17.9242441853252,-22.479737572695,67.2984388845167,82.8985453139254,67.2052445261861,26.9595692100928,67.0193408611846,4.31609320779796,18.5002447487243,-21.9764641317579,18.326699096185,-22.2770403968311,0.802510851595366,1.40696602539915,1.13264273634843,2.53960876174758,3.16457871778173,0.0084251497253475,0,10.0559410180638,23.4867581037149,6,-20,2.5,437.943743201804,508.889989803404,341.894022815871,207.458104966149,269.938748263844,352.476342521626,2000.0,0.025,0.539842785210453,0.0381782613162578,4.31609320779796,3.75460399828824,0.82511787437969,0.79696108428349
30.0,17.4129307913947,-23.5741867681992,63.7972642726988,79.4239159211826,63.7014756621836,24.6257933436928,63.5148358818681,3.69622920278249,18.0011021461776,-22.8466612092165,17.8150196500911,-23.1756148748859,0.770251771119359,1.08152831976197,1.40896253132781,2.49049085108978,3.23334647769846,0.0082714207024958,0,12.4911162695326,23.5189712575291,6,-20,2.5,437.720117295552,507.375974899814,376.621131365423,206.280076061265,251.959234591667,349.858139332258,2000.0,0.025,0.357192909671511,0.0371232988680994,3.69622920278249,3.66378670178984,0.822344505408033,0.805047404540092
30.0000000000001,17.4129307913947,-23.5741867681992,63.7972642726988,79.4239159211831,63.7014756621836,24.6257933436928,63.5148358818681,3.69622920278033,18.0011021461776,-22.8466612092165,17.8150196500911,-23.1756148748859,0.770251771119362,1.08152831976197,1.40896253132782,2.49049085108979,3.23334647769846,0.0082714207024958,0,12.4911162695326,23.5189712575291,6,-20,2.5,437.720117295552,507.375974899815,376.621131365424,206.280076061264,251.959234591667,349.858139332258,2000.0,0.025,0.357192909671511,0.0371232988680994,3.69622920278033,3.66378670178984,0.822344505408021,0.805047404540092
40.0,17.2884473458795,-23.8395719670197,60.9885933053249,75.5739568948185,60.8893851225045,22.6703263363677,60.6994350878889,4.81713857196809,17.8857949254366,-23.0502024643342,17.6976415584143,-23.3844143767613,0.740696785198916,0.873538494485789,1.57885561126422,2.45239410575001,3.31092851319911,0.0082973800282463,0,14.0624654647168,23.0586909587853,6,-20,2.5,437.669337978198,504.867941119867,399.589107137086,209.305474726685,251.404356615843,354.296157121792,2000.0,0.025,0.316757685137389,0.036870748580867,4.81713857196809,3.52770795926106,0.82392059630788,0.813323827702996
40.0000000000001,17.2884473458795,-23.8395719670197,60.9885933053249,75.573956894818,60.8893851225045,22.6703263363677,60.6994350878888,4.81713857197013,17.8857949254366,-23.0502024643342,17.6976415584143,-23.3844143767613,0.740696785198914,0.873538494485783,1.57885561126421,2.45239410575,3.3109285131991,0.0082973800282463,0,14.0624654647168,23.0586909587852,6,-20,2.5,437.669337978198,504.867941119867,399.589107137087,209.305474726687,251.404356615843,354.296157121792,2000.0,0.025,0.316757685137389,0.036870748580867,4.81713857197013,3.52770795926106,0.82392059630788,0.813323827702996
50.0,17.2751352101806,-23.8762714260986,59.6497159173552,73.5362081654112,59.5478527248994,23.413823699428,59.3461025287509,6.94644910861666,17.8771515626085,-23.0654989600231,17.6892623737226,-23.3993590750499,0.726995334029254,0.753345464233682,1.65565203365681,2.40899749789049,3.31363543220973,0.00834723419925,0,14.7984599703417,22.4749998599522,6,-20,2.5,437.653718740577,503.44325701994,413.192349204107,214.844969205405,255.395641965568,359.470583810483,2000.0,0.025,0.304184367090642,0.0368521655526663,6.94644910861666,3.45292324439825,0.825152255204767,0.818780007366665
