time[s],P_suc[bar],T_suc[degC],P_dis[bar],T_dis[degC],P_gc_mid[bar],T_gc_mid[degC],P_gc_out[bar],T_gc_out[degC],P_eva_in[bar],T_eva_in[degC],P_eva_out[bar],T_eva_out[degC],W_comp[kW],Q_heat_s1[kW],Q_heat_s2[kW],Q_heat_total[kW],COP[null],m_dot[kg/s],T_air_in[degC],T_mid[degC],T_air_out[degC],V_air_indoor[kg/min],T_amb[degC],V_air_outdoor[m/s],h_suc[kJ/kg],h_dis[kJ/kg],h_gc_mid[kJ/kg],h_gc_out[kJ/kg],h_eva_in[kJ/kg],h_eva_out[kJ/kg],N_comp[rpm],Valve_open[null],SH_suc[K],SH_evap[K],T_app[K],PR[null],eta_is[null],eta_v[null]
0.0,34.8091611206498,0.0,34.8091611206498,0.0,34.8091611206498,0.0,34.8091611206498,0.0,34.8091611206498,0.0,34.8091611206498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6,-20,2.5,254.696408307363,254.696408307363,254.696408307363,254.696408307363,254.696408307363,254.696408307363,2000.0,0.025,0.0458138978759166,0.0458138978759166,0.0,1.0,0.831883115995055,0.0
10.0,19.8059438434656,-15.6772925542243,60.208666441866,72.4291042648598,60.0929491340657,22.1027762284053,59.9167422825777,9.41037512273147,20.4364439080241,-18.2596676185505,20.2818131125527,-19.0046099461338,0.727929029723195,1.36165330001855,1.29694913841251,2.65860243843106,3.6522824751776,0.0094868864047035,0,10.1618502221058,18.650519591196,6,-20,2.5,442.411010936892,501.480448015372,357.950395906448,221.240722881431,437.758294621583,420.435510717457,2000.0,0.025,4.14248345698226,0.0414676398068856,9.41037512273147,3.03992917064289,0.831883115995055,0.832675101866629
10.0,19.8059438434656,-15.6772925542243,60.208666441866,72.429104264859,60.0929491340657,22.1027762284053,59.9167422825777,9.41037512273147,20.4364439080241,-18.2596676185505,20.2818131125527,-19.0046099461338,0.727929030149695,1.36165330081635,1.29694913917238,2.65860243998874,3.65228247517757,0.009486886410262,0,10.1618502221059,18.6505195911959,6,-20,2.5,442.411010936892,501.480448015372,357.950395906448,221.240722881432,437.758294621583,420.435510717458,2000.0,0.025,4.14248345698226,0.0414676398068856,9.41037512273147,3.03992917064289,0.831883115995055,0.832675102354505
20.0,17.9202714865393,-22.4202127182754,62.3801550504784,75.8537609458731,62.2777224094748,23.6450809940384,62.0894067090102,5.86583308005657,18.5046737506967,-21.9688202468532,18.3396391295015,-22.2545564277228,0.752448198569854,1.01915391227377,1.49610541133873,2.5152593236125,3.34276742025982,0.0086079567299285,0,13.2141961149642,22.9462911972965,6,-20,2.5,438.026624964966,503.971266160156,385.574538080619,211.769597108159,284.164149533308,375.817253217314,2000.0,0.025,0.606378009089092,0.0382039231474778,5.86583308005657,3.48098270148055,0.83000239960368,0.814878406120275
20.0,17.9202714865393,-22.4202127182745,62.3801550504784,75.8537609458728,62.2777224094748,23.6450809940384,62.0894067090102,5.86583308005657,18.5046737506967,-21.9688202468532,18.3396391295015,-22.2545564277228,0.752448198569851,1.01915391227377,1.49610541133873,2.51525932361249,3.34276742025982,0.0086079567299285,0,13.2141961149642,22.9462911972965,6,-20,2.5,438.026624964966,503.971266160156,385.574538080619,211.769597108159,284.164149533307,375.817253217314,2000.0,0.025,0.606378009089951,0.0382039231474778,5.86583308005657,3.48098270148055,0.830002399603706,0.81487840612028
30.0,17.3882468508566,-23.6166107564932,60.8923969302717,75.104088671463,60.7926025556425,23.9943792377043,60.5895538541599,5.98789818186606,17.9816843783429,-22.8808692198887,17.8002552275948,-23.2018224520366,0.738341122612135,0.785658022687767,1.65410526169918,2.43976328438695,3.30438493762266,0.0083526018126398,0,14.5238515564461,22.9264856083113,6,-20,2.5,437.722557728576,504.344323683619,410.282851544621,212.248119517044,259.779785628672,363.473455967992,2000.0,0.025,0.359280528093851,0.0370923588669463,5.98789818186606,3.5019284837949,0.825587791056701,0.814155869626955
30.0000000000001,17.3882468508566,-23.6166107564932,60.8923969302717,75.104088671463,60.7926025556425,23.9943792377043,60.5895538541599,5.98789818186447,17.9816843783429,-22.8808692198887,17.8002552275948,-23.2018224520366,0.738341122612135,0.785658022687759,1.65410526169923,2.43976328438699,3.30438493762272,0.0083526018126398,0,14.5238515564461,22.9264856083113,6,-20,2.5,437.722557728576,504.344323683619,410.282851544622,212.248119517039,259.779785628672,363.473455967992,2000.0,0.025,0.359280528093851,0.0370923588669463,5.98789818186447,3.5019284837949,0.825587791056701,0.814155869626955
40.0,17.3063024528204,-23.8169004768203,59.2596817227508,72.8369874597529,59.1558991033261,23.3857895128275,58.9434707797741,8.03470167169218,17.9088111276763,-23.0094962655974,17.7228200117753,-23.3395386708856,0.723756457960443,0.740645918873889,1.65229741211174,2.39294333098563,3.30628252731448,0.0083914658397712,0,14.9546083531808,22.5014678915582,6,-20,2.5,437.657600907577,502.895583336736,414.633778663277,217.731658859523,259.10198720891,363.031385619488,2000.0,0.025,0.30709099502883,0.036926398826779,8.03470167169218,3.42416769175863,0.825666340384252,0.821605615984583
40.0000000000001,17.3063024528204,-23.8169004768203,59.2596817227508,72.8369874597525,59.1558991033261,23.3857895128273,58.943470779774,8.03470167168945,17.9088111276763,-23.0094962655974,17.7228200117753,-23.3395386708856,0.723756458490255,0.740645919416064,1.65229741332128,2.39294333273735,3.30628252731449,0.008391465845914,0,14.9546083531808,22.5014678915582,6,-20,2.5,437.657600907577,502.895583336736,414.633778663277,217.731658859524,259.10198720891,363.031385619488,2000.0,0.025,0.30709099502883,0.036926398826779,8.03470167168945,3.42416769175863,0.825666340384252,0.821605616586023
50.0,17.3157664079002,-23.8106368436836,57.7556053847204,70.426276782015,57.6482559747878,22.9511240676271,57.4187226136066,11.0541265678356,17.9231607241777,-22.984137272061,17.7388821320126,-23.3109357148112,0.708031437798241,0.698427606739439,1.62912996796723,2.32755757470667,3.28736472768026,0.0084645536449818,0,15.000495478857,22.1234046812973,6,-20,2.5,437.644291158222,501.173491759825,418.661449656636,226.196490924517,266.235177584855,370.901939567682,2000.0,0.025,0.296223955625408,0.0369616220075137,11.0541265678356,3.33543454122653,0.82717471057226,0.828221362976902
50.0000000000001,17.3157664079002,-23.8106368436836,57.7556053847204,70.426276782016,57.6482559747877,22.9511240676272,57.4187226136066,11.0541265678365,17.9231607241777,-22.984137272061,17.7388821320126,-23.3109357148112,0.708031438298345,0.698427607232763,1.62912996911789,2.32755757635065,3.28736472768019,0.0084645536509604,0,15.000495478857,22.1234046812973,6,-20,2.5,437.644291158222,501.173491759826,418.661449656635,226.196490924518,266.235177584855,370.901939567682,2000.0,0.025,0.296223955625408,0.0369616220075137,11.0541265678365,3.33543454122653,0.827174710572247,0.828221363561883
60.0,17.3559841370476,-23.7462674230144,56.5868912430931,68.4128714276292,56.4763324627762,22.5070028642866,56.231539505952,14.2430772640565,17.9651265795944,-22.9100607165444,17.7853696829895,-23.2282609618877,0.695485192823191,0.670286439001307,1.58322006896401,2.25350650796532,3.24019336604082,0.008543459125551,0,14.8756740297509,21.7107577921,6,-20,2.5,437.634276538265,499.675220440977,421.219125649504,235.905420076892,276.559347079008,382.281674857026,2000.0,0.025,0.287871880643792,0.0370613445850196,14.2430772640565,3.26036776689052,0.828683091145496,0.833883335160596
