time[s],P_suc[bar],T_suc[degC],P_dis[bar],T_dis[degC],P_gc_mid[bar],T_gc_mid[degC],P_gc_out[bar],T_gc_out[degC],P_eva_in[bar],T_eva_in[degC],P_eva_out[bar],T_eva_out[degC],W_comp[kW],Q_heat_s1[kW],Q_heat_s2[kW],Q_heat_total[kW],COP[null],m_dot[kg/s],T_air_in[degC],T_mid[degC],T_air_out[degC],V_air_indoor[kg/min],T_amb[degC],V_air_outdoor[m/s],h_suc[kJ/kg],h_dis[kJ/kg],h_gc_mid[kJ/kg],h_gc_out[kJ/kg],h_eva_in[kJ/kg],h_eva_out[kJ/kg],N_comp[rpm],Valve_open[null],V_sep_liq[%],SH_suc[K],SH_evap[K],T_app[K],PR[null],eta_is[null],eta_v[null]
0,34.8091611206498,0,34.8091611206498,0,34.8091611206498,0,34.8091611206498,0,34.8091611206498,0,34.8091611206498,0,0,0,0,0,0,0,0,0,0,6,-20,2.5,234.239438361687,234.239438361687,234.239438361687,234.239438361687,234.239438361687,234.239438361687,2000,0.025,37.6732196215662,0.0458138978759166,0.0458138978759166,0,1,0.831928171994892,0
10,20.3342685459832,-17.0574077778583,74.0827551120403,86.854468996787,73.9886613896516,29.1871284268152,73.7881969964736,7.89781544659644,20.9207963353728,-17.9854890967395,20.7723244752699,-18.2202264797247,0.862524421273677,2.07022942093458,0.676788273329078,2.74701769426366,3.18485787359757,0.009380096909534,0,5.49659155912514,19.5347802367215,6,-20,2.5,439.546386988393,508.393574150249,287.689093066436,215.537570554852,393.234585311166,367.364437954386,2000,0.025,71.692339837729,1.90420028862266,0.0421288529722688,7.89781544659644,3.6432466181172,0.831928171994892,0.786599338946212
10,20.3342685459832,-17.0574077778581,74.0827551120403,86.854468996787,73.9886613896516,29.1871284268162,73.7881969964736,7.89781544659832,20.9207963353728,-17.9854890967395,20.7723244752699,-18.2202264797247,0.86252442065505,2.07022941944977,0.676788272843636,2.74701769229341,3.18485787359756,0.0093800969028063,0,5.49659155912514,19.5347802367215,6,-20,2.5,439.546386988393,508.393574150249,287.689093066434,215.537570554853,393.234585311165,367.364437954387,2000,0.025,71.692339837729,1.90420028862283,0.0421288529722688,7.89781544659832,3.6432466181172,0.831928171994904,0.786599338382039
20,17.9397986241854,-22.463052009112,69.5813757369993,85.9681596884206,69.4937048915399,28.4230706958987,69.307298306036,3.53578500545444,18.513368744245,-21.9538177509906,18.3356316461709,-22.2615183688752,0.822183641638785,1.61427729225394,0.932039759518971,2.54631705177291,3.09701740927072,0.0083318478866771,0,7.9045128149657,23.2773730385525,6,-20,2.5,437.930100344028,511.001326421371,317.253515106282,205.388803676621,264.103031727141,342.036818157467,2000,0.025,74.7303635935945,0.529091369488953,0.0381960003975905,3.53578500545444,3.8786040576394,0.823831145557181,0.78735795199101
20,17.9397986241854,-22.463052009112,69.5813757369993,85.9681596884208,69.4937048915399,28.4230706958987,69.307298306036,3.53578500545444,18.513368744245,-21.9538177509906,18.3356316461709,-22.2615183688752,0.822183641638787,1.61427729225394,0.932039759518972,2.54631705177292,3.09701740927071,0.0083318478866771,0,7.9045128149657,23.2773730385525,6,-20,2.5,437.930100344028,511.001326421371,317.253515106282,205.388803676621,264.103031727141,342.036818157467,2000,0.025,74.7303635935945,0.529091369488953,0.0381960003975905,3.53578500545444,3.8786040576394,0.823831145557181,0.78735795199101
30,17.4473671531001,-23.5129878356788,66.297396265329,82.9506089361743,66.205857619179,26.3053550535691,66.0194629445896,2.88746512944158,18.0320962947032,-22.7921142257579,17.8420846713667,-23.1276136124524,0.795460570018158,1.28600165185015,1.22085102000018,2.50685267185034,3.15144806208699,0.0082004514844364,0,10.8101548147717,23.7221444163825,6,-20,2.5,437.719239225713,509.8155297614,352.994694434121,204.118620681692,247.836364094586,340.785789143967,2000,0.025,81.4176441547105,0.356371287802343,0.0371807908787503,2.88746512944158,3.79985104248517,0.820229401451131,0.796505255277746
30.0000000000001,17.4473671531001,-23.5129878356797,66.297396265329,82.9506089361739,66.205857619179,26.3053550535691,66.0194629445896,2.88746512944181,18.0320962947032,-22.7921142257579,17.8420846713667,-23.1276136124524,0.795460570018163,1.28600165185015,1.22085102000016,2.50685267185031,3.15144806208694,0.0082004514844364,0,10.8101548147717,23.7221444163826,6,-20,2.5,437.719239225712,509.8155297614,352.994694434122,204.118620681695,247.836364094586,340.785789143967,2000,0.025,81.4176441547105,0.356371287801437,0.0371807908787503,2.88746512944181,3.79985104248517,0.820229401451118,0.796505255277741
40,17.3069377530397,-23.8013510035229,62.589651545571,77.9611175883651,62.4927150463806,23.7943905790553,62.3043355313667,3.67755349113145,17.9012961071073,-23.0227830080495,17.7107434265674,-23.3610569627151,0.758215349153915,0.999699264216798,1.47816848247458,2.47786774669138,3.26802635881271,0.0082543433343894,0,13.0185797459092,23.293514021991,6,-20,2.5,437.675346222033,506.536725138186,385.424817901202,206.347158711016,247.799121453835,347.573239468613,2000,0.025,88.5164657309943,0.32149029854898,0.0368997556254023,3.67755349113145,3.61644864265939,0.822236793448789,0.808242385814684
40.0000000000001,17.3069377530397,-23.8013510035229,62.589651545571,77.9611175883645,62.4927150463806,23.7943905790553,62.3043355313667,3.6775534911323,17.9012961071073,-23.0227830080495,17.7107434265674,-23.3610569627151,0.758215349750599,0.999699265003519,1.47816848363785,2.47786774864137,3.26802635881273,0.0082543433408853,0,13.0185797459092,23.293514021991,6,-20,2.5,437.675346222033,506.536725138185,385.424817901202,206.347158711017,247.799121453835,347.573239468613,2000,0.025,88.5164657309943,0.32149029854898,0.0368997556254023,3.6775534911323,3.61644864265939,0.822236793448801,0.808242386450744
50,17.1195416247364,-24.4279063354099,58.6412592740565,21.0522413129241,58.5446718565037,20.9815983648339,58.3385824617682,5.17034127349638,17.8474005561417,-23.1181917833569,17.6649190272784,-23.4428060767517,0.621926741670355,0.27917953294486,1.85384286170432,2.13302239464918,3.42970039995445,0.0110728951463043,0,13.480403170288,18.8258204400379,6,-20,2.5,360.598872775161,403.080310662942,377.867434603329,210.445740709383,250.53555904241,357.896860240615,2000,0.025,89.5164217099966,0.0355541995811919,0.0367981806601563,5.17034127349638,3.42539891309499,1,1
