time[s],P_suc[bar],T_suc[degC],P_dis[bar],T_dis[degC],P_gc_mid[bar],T_gc_mid[degC],P_gc_out[bar],T_gc_out[degC],P_eva_in[bar],T_eva_in[degC],P_eva_out[bar],T_eva_out[degC],W_comp[kW],Q_heat_s1[kW],Q_heat_s2[kW],Q_heat_total[kW],COP[null],m_dot[kg/s],T_air_in[degC],T_mid[degC],T_air_out[degC],V_air_indoor[kg/min],T_amb[degC],V_air_outdoor[m/s],h_suc[kJ/kg],h_dis[kJ/kg],h_gc_mid[kJ/kg],h_gc_out[kJ/kg],h_eva_in[kJ/kg],h_eva_out[kJ/kg],N_comp[rpm],Valve_open[null],V_sep_liq[%],SH_suc[K],SH_evap[K],T_app[K],PR[null],eta_is[null],eta_v[null]
11340,14.5184193653051,-28.6597378073231,91.0000000000024,141.670530758243,90.7561367451638,51.3514914438358,90.3778846672512,17.2613248530874,16.3214221465733,-25.9120197429535,15.882545583375,-26.7510006268006,2.3690622192072,2.27691116478019,2.75025628410945,5.02716744888964,2.12200735300738,0.0152344172461081,0,27.3689633409585,49.9999999999956,6,-20,2.5,438.036675924293,567.23771108298,417.779341393004,237.250198749753,288.587995121122,437.261282457909,5054.91322819671,0.0269321597160018,12.4769183651745,0.841226360796611,0.0323404324281,17.2613248530874,6.26789994904449,0.673590500585,0.709196155444006
11350,14.5184193653051,-28.659737807324,91.0000000000022,141.670530758241,90.7561367451636,51.3514914438354,90.377884667251,17.2613248530877,16.3214221465733,-25.9120197429534,15.882545583375,-26.7510006268006,2.36906221668431,2.27691116235544,2.75025628118064,5.02716744353608,2.12200735300738,0.0152344172298846,0,27.3689633409585,49.9999999999956,6,-20,2.5,438.036675924292,567.237711082979,417.779341393003,237.250198749753,288.58799512112,437.261282457907,5054.91322819674,0.0269321597160019,12.4769183651747,0.841226360795808,0.0323404324280645,17.2613248530877,6.26789994904448,0.673590500584996,0.709196154688757
11360,14.5184193653051,-28.6597378073237,91.0000000000023,141.670530758244,90.7561367451638,51.3514914438358,90.3778846672511,17.2613248530868,16.3214221465733,-25.9120197429534,15.882545583375,-26.7510006268006,2.36906221794578,2.27691116356782,2.75025628264506,5.02716744621288,2.12200735300736,0.0152344172379964,0,27.3689633409587,49.9999999999957,6,-20,2.5,438.036675924292,567.237711082981,417.779341393004,237.250198749753,288.58799512112,437.261282457907,5054.91322819676,0.026932159716002,12.4769183651749,0.841226360795989,0.0323404324281,17.2613248530868,6.26789994904449,0.673590500584989,0.709196155066378
11370,14.5184193653051,-28.6597378073217,91.0000000000022,141.670530758244,90.7561367451637,51.3514914438356,90.377884667251,17.2613248530858,16.3214221465733,-25.9120197429534,15.882545583375,-26.7510006268006,2.36906221920718,2.27691116478021,2.75025628410948,5.02716744888968,2.12200735300741,0.0152344172461081,0,27.3689633409587,49.999999999996,6,-20,2.5,438.036675924295,567.237711082983,417.779341393004,237.250198749752,288.587995121121,437.261282457907,5054.91322819678,0.0269321597160021,12.4769183651752,0.841226360798029,0.0323404324281,17.2613248530858,6.26789994904448,0.673590500585,0.709196155444004
11380,14.5184193653051,-28.6597378073231,91.0000000000022,141.670530758242,90.7561367451637,51.351491443835,90.377884667251,17.2613248530903,16.3214221465733,-25.9120197429535,15.882545583375,-26.7510006268006,2.36906221794573,2.2769111635678,2.75025628264499,5.02716744621279,2.12200735300737,0.0152344172379964,0,27.3689633409587,49.9999999999959,6,-20,2.5,438.036675924292,567.237711082979,417.779341393004,237.250198749757,288.587995121122,437.261282457909,5054.9132281968,0.0269321597160023,12.4769183651754,0.841226360796782,0.0323404324280503,17.2613248530903,6.26789994904448,0.673590500585008,0.709196155066376
11390,14.5184193653051,-28.6597378073241,91.0000000000021,141.670530758243,90.7561367451636,51.3514914438359,90.3778846672509,17.2613248530888,16.3214221465733,-25.9120197429535,15.8825455833749,-26.7510006268006,2.36906221794577,2.27691116356781,2.75025628264503,5.02716744621284,2.12200735300736,0.0152344172379963,0,27.3689633409589,49.9999999999961,6,-20,2.5,438.036675924291,567.237711082981,417.779341393005,237.250198749755,288.587995121121,437.261282457907,5054.91322819682,0.0269321597160023,12.4769183651755,0.841226360795702,0.0323404324280503,17.2613248530888,6.26789994904447,0.673590500584983,0.709196155066363
11400,14.518419365305,-28.659737807324,91.000000000002,141.670530758243,90.7561367451634,51.3514914438359,90.3778846672508,17.2613248530881,16.3214221465733,-25.9120197429535,15.8825455833749,-26.7510006268006,2.36906221794576,2.2769111635678,2.750256282645,5.0271674462128,2.12200735300735,0.0152344172379963,0,27.3689633409591,49.9999999999962,6,-20,2.5,438.036675924291,567.237711082981,417.779341393005,237.250198749757,288.587995121122,437.261282457907,5054.91322819683,0.0269321597160024,12.4769183651757,0.841226360795879,0.0323404324280503,17.2613248530881,6.26789994904451,0.673590500584992,0.709196155066368
11410,14.518419365305,-28.659737807323,91.0000000000021,141.670530758244,90.7561367451636,51.3514914438361,90.377884667251,17.261324853088,16.3214221465733,-25.9120197429535,15.8825455833749,-26.7510006268006,2.36906221794574,2.27691116356779,2.75025628264502,5.02716744621281,2.12200735300738,0.0152344172379963,0,27.3689633409591,49.9999999999963,6,-20,2.5,438.036675924293,567.237711082981,417.779341393006,237.250198749757,288.587995121123,437.261282457909,5054.91322819685,0.0269321597160025,12.4769183651758,0.84122636079681,0.0323404324280716,17.261324853088,6.26789994904451,0.673590500585004,0.709196155066371
11420,14.518419365305,-28.6597378073224,91.0000000000019,141.670530758244,90.7561367451634,51.3514914438353,90.3778846672507,17.2613248530887,16.3214221465733,-25.9120197429535,15.882545583375,-26.7510006268006,2.36906221920716,2.27691116478018,2.7502562841094,5.02716744888958,2.12200735300738,0.0152344172461081,0,27.3689633409591,49.9999999999964,6,-20,2.5,438.036675924294,567.237711082982,417.779341393005,237.250198749758,288.587995121123,437.261282457907,5054.91322819687,0.0269321597160026,12.4769183651761,0.841226360797489,0.0323404324280503,17.2613248530887,6.2678999490445,0.673590500585003,0.709196155443993
11430,14.518419365305,-28.6597378073251,91.0000000000018,141.670530758241,90.7561367451632,51.3514914438356,90.3778846672505,17.2613248530898,16.3214221465733,-25.9120197429535,15.8825455833749,-26.7510006268007,2.36906221794569,2.27691116356776,2.75025628264499,5.02716744621275,2.12200735300739,0.0152344172379964,0,27.3689633409592,49.9999999999964,6,-20,2.5,438.036675924292,567.237711082978,417.779341393006,237.250198749759,288.587995121123,437.261282457909,5054.91322819688,0.0269321597160027,12.4769183651761,0.84122636079482,0.0323404324281,17.2613248530898,6.26789994904449,0.673590500584989,0.70919615506636
11440,14.518419365305,-28.6597378073236,91.000000000002,141.670530758244,90.7561367451635,51.3514914438365,90.3778846672508,17.2613248530878,16.3214221465733,-25.9120197429535,15.8825455833749,-26.7510006268006,2.3690622166843,2.27691116235541,2.75025628118062,5.02716744353603,2.12200735300737,0.0152344172298846,0,27.3689633409592,49.9999999999964,6,-20,2.5,438.036675924293,567.237711082982,417.779341393007,237.250198749758,288.587995121123,437.261282457908,5054.9132281969,0.0269321597160028,12.4769183651763,0.841226360796384,0.0323404324280716,17.2613248530878,6.26789994904451,0.673590500584987,0.709196154688743
11450,14.518419365305,-28.6597378073226,91.0000000000018,141.670530758244,90.7561367451633,51.3514914438364,90.3778846672506,17.2613248530881,16.3214221465733,-25.9120197429535,15.8825455833749,-26.7510006268007,2.36906221794571,2.27691116356778,2.75025628264499,5.02716744621277,2.12200735300738,0.0152344172379963,0,27.3689633409595,49.9999999999965,6,-20,2.5,438.036675924294,567.237711082982,417.779341393007,237.25019874976,288.587995121124,437.26128245791,5054.91322819692,0.0269321597160029,12.4769183651765,0.841226360797268,0.0323404324280432,17.2613248530881,6.26789994904449,0.673590500584998,0.709196155066363
11460,14.518419365305,-28.6597378073227,91.000000000002,141.670530758245,90.7561367451634,51.3514914438366,90.3778846672508,17.261324853089,16.3214221465733,-25.9120197429535,15.8825455833749,-26.7510006268007,2.36906221794572,2.27691116356779,2.750256282645,5.02716744621279,2.12200735300738,0.0152344172379963,0,27.3689633409595,49.9999999999969,6,-20,2.5,438.036675924294,567.237711082983,417.779341393007,237.250198749759,288.587995121124,437.26128245791,5054.91322819693,0.026932159716003,12.4769183651766,0.841226360797293,0.0323404324281,17.261324853089,6.26789994904451,0.673590500584988,0.709196155066361
11470,14.518419365305,-28.6597378073233,91.0000000000016,141.670530758243,90.7561367451631,51.3514914438358,90.3778846672504,17.2613248530905,16.3214221465733,-25.9120197429535,15.8825455833749,-26.7510006268007,2.36906222046858,2.2769111659925,2.7502562855738,5.0271674515663,2.12200735300737,0.0152344172542198,0,27.3689633409596,49.9999999999969,6,-20,2.5,438.036675924293,567.237711082981,417.779341393008,237.250198749761,288.587995121125,437.261282457909,5054.91322819694,0.0269321597160031,12.4769183651768,0.841226360796668,0.0323404324280432,17.2613248530905,6.26789994904448,0.673590500584994,0.709196155821597
11480,14.518419365305,-28.6597378073232,91.0000000000017,141.670530758242,90.7561367451632,51.3514914438369,90.3778846672505,17.2613248530883,16.3214221465733,-25.9120197429535,15.8825455833749,-26.7510006268007,2.36906221668426,2.27691116235536,2.75025628118063,5.02716744353599,2.12200735300739,0.0152344172298846,0,27.3689633409597,49.9999999999968,6,-20,2.5,438.036675924293,567.237711082981,417.779341393009,237.250198749759,288.587995121125,437.261282457908,5054.91322819696,0.0269321597160032,12.4769183651769,0.841226360796782,0.0323404324281,17.2613248530883,6.26789994904449,0.673590500584998,0.709196154688736
11490,14.518419365305,-28.6597378073236,91.0000000000015,141.670530758243,90.756136745163,51.3514914438361,90.3778846672503,17.2613248530885,16.3214221465733,-25.9120197429535,15.8825455833749,-26.7510006268007,2.3690622179457,2.27691116356776,2.75025628264499,5.02716744621275,2.12200735300738,0.0152344172379963,0,27.3689633409597,49.999999999997,6,-20,2.5,438.036675924292,567.237711082981,417.779341393008,237.25019874976,288.587995121124,437.261282457908,5054.91322819697,0.0269321597160032,12.4769183651771,0.84122636079638,0.0323404324281,17.2613248530885,6.26789994904447,0.673590500584993,0.70919615506635
11500,14.5184193653049,-28.659737807324,91.0000000000017,141.670530758243,90.7561367451632,51.3514914438366,90.3778846672505,17.2613248530895,16.3214221465733,-25.9120197429535,15.8825455833749,-26.7510006268007,2.36906221794569,2.27691116356776,2.75025628264498,5.02716744621274,2.12200735300738,0.0152344172379963,0,27.3689633409597,49.999999999997,6,-20,2.5,438.036675924292,567.237711082981,417.779341393008,237.250198749761,288.587995121125,437.26128245791,5054.91322819699,0.0269321597160033,12.4769183651771,0.841226360796043,0.0323404324280716,17.2613248530895,6.26789994904453,0.673590500584993,0.709196155066352
11510,14.5184193653049,-28.6597378073227,91.0000000000014,141.670530758243,90.7561367451628,51.3514914438369,90.3778846672502,17.2613248530898,16.3214221465733,-25.9120197429535,15.8825455833749,-26.7510006268007,2.36906221794568,2.27691116356771,2.75025628264504,5.02716744621274,2.1220073530074,0.0152344172379963,0,27.3689633409598,49.999999999997,6,-20,2.5,438.036675924293,567.237711082981,417.779341393011,237.25019874976,288.587995121126,437.261282457908,5054.913228197,0.0269321597160034,12.4769183651773,0.841226360797407,0.0323404324281,17.2613248530898,6.26789994904451,0.673590500585005,0.709196155066357
11520,14.518419365305,-28.6597378073223,91.0000000000015,141.670530758244,90.756136745163,51.3514914438371,90.3778846672503,17.2613248530904,16.3214221465733,-25.9120197429535,15.8825455833749,-26.7510006268007,2.36906221668424,2.27691116235536,2.75025628118061,5.02716744353596,2.1220073530074,0.0152344172298845,0,27.3689633409599,49.9999999999972,6,-20,2.5,438.036675924294,567.237711082983,417.779341393011,237.250198749761,288.587995121126,437.261282457908,5054.91322819702,0.0269321597160035,12.4769183651774,0.84122636079772,0.0323404324281,17.2613248530904,6.26789994904447,0.673590500584994,0.709196154688728
11530,14.5184193653049,-28.6597378073215,91.0000000000018,141.670530758244,90.7561367451632,51.3514914438369,90.3778846672505,17.2613248530894,16.3214221465733,-25.9120197429535,15.8825455833749,-26.7510006268007,2.36906221794568,2.27691116356775,2.75025628264501,5.02716744621276,2.1220073530074,0.0152344172379963,0,27.3689633409598,49.9999999999972,6,-20,2.5,438.036675924294,567.237711082983,417.77934139301,237.250198749761,288.587995121124,437.261282457907,5054.91322819703,0.0269321597160036,12.4769183651775,0.841226360798572,0.0323404324281,17.2613248530894,6.26789994904454,0.673590500585013,0.709196155066359
11540,14.5184193653049,-28.6597378073242,91.0000000000012,141.670530758242,90.7561367451626,51.3514914438363,90.3778846672499,17.2613248530928,16.3214221465733,-25.9120197429536,15.8825455833749,-26.7510006268007,2.36906221794566,2.27691116356771,2.75025628264496,5.02716744621267,2.12200735300738,0.0152344172379963,0,27.36896334096,49.9999999999973,6,-20,2.5,438.036675924292,567.23771108298,417.77934139301,237.250198749764,288.587995121127,437.261282457909,5054.91322819704,0.0269321597160036,12.4769183651777,0.841226360795982,0.0323404324281036,17.2613248530928,6.26789994904449,0.673590500584992,0.709196155066343
